,Unnamed: 0,_id,coc,con,brc,brn,OC,BCM,BC,MBC,SCA,SC,ST,year
811,811,62b0ba0e789189e9000162d9,1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",AE,AERONAUTICAL ENGINEERING,88317.0,,,91623.0,,100566.0,,2018
812,812,62b0ba0e789189e9000162da,1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",AU,AUTOMOBILE ENGINEERING,94425.0,,,,,,,2018
813,813,62b0ba0e789189e9000162db,1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",CE,CIVIL ENGINEERING,100757.0,,,,,,,2018
814,814,62b0ba0e789189e9000162dc,1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",CS,COMPUTER SCIENCE AND ENGG.,92028.0,,,102449.5,,,,2018
815,815,62b0ba0e789189e9000162dd,1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",EC,ELECTRONICS AND COMMUNICATION ENGG.,102831.5,,,103115.0,,102925.0,,2018
816,816,62b0ba0e789189e9000162de,1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",EE,ELECTRICAL AND ELECTRONICS ENGG.,96268.0,,,103285.0,,99534.0,,2018
817,817,62b0ba0e789189e9000162e1,1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",EI,ELECTRONICS AND INSTRU ENGG.,94014.0,,,,,,,2018
818,818,62b0ba0e789189e9000162df,1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",IT,INFORMATION TECHNOLOGY,99336.0,,,100239.5,103434.0,101273.5,,2018
819,819,62b0ba0e789189e9000162e0,1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",ME,MECHANICAL ENGINEERING,97954.0,,98054.0,102939.0,,,,2018
820,820,62b0ba0e789189e9000162e2,1519,"BHARATHIDASAN ENGINEERING COLLEGE,MGR NAGAR, K.BANDARAPALLI PATCHUR (VIA),VELLORE DIST, PIN - 635854.",CE,CIVIL ENGINEERING,95497.0,,,,,,,2018
821,821,62b0ba0e789189e9000162e3,1519,"BHARATHIDASAN ENGINEERING COLLEGE,MGR NAGAR, K.BANDARAPALLI PATCHUR (VIA),VELLORE DIST, PIN - 635854.",CS,COMPUTER SCIENCE AND ENGG.,89733.0,,,103184.0,,102895.5,,2018
822,822,62b0ba0e789189e9000162ed,1519,"BHARATHIDASAN ENGINEERING COLLEGE,MGR NAGAR, K.BANDARAPALLI PATCHUR (VIA),VELLORE DIST, PIN - 635854.",EC,ELECTRONICS AND COMMUNICATION ENGG.,96693.5,,97148.0,102931.0,,,,2018
823,823,62b0ba0e789189e9000162e4,1519,"BHARATHIDASAN ENGINEERING COLLEGE,MGR NAGAR, K.BANDARAPALLI PATCHUR (VIA),VELLORE DIST, PIN - 635854.",EE,ELECTRICAL AND ELECTRONICS ENGG.,101611.0,,,,,,,2018
824,824,62b0ba0e789189e9000162e5,1519,"BHARATHIDASAN ENGINEERING COLLEGE,MGR NAGAR, K.BANDARAPALLI PATCHUR (VIA),VELLORE DIST, PIN - 635854.",IT,INFORMATION TECHNOLOGY,97720.0,,,,,,,2018
825,825,62b0ba0e789189e9000162e6,1519,"BHARATHIDASAN ENGINEERING COLLEGE,MGR NAGAR, K.BANDARAPALLI PATCHUR (VIA),VELLORE DIST, PIN - 635854.",ME,MECHANICAL ENGINEERING,102977.0,,,,,,,2018
826,826,62b0ba0e789189e9000162e7,1520,"KINGSTON ENGINEERING COLLEGE,CHITTOOR MAIN ROAD,,VELLORE DIST, PIN - 632059.",CE,CIVIL ENGINEERING,87296.0,,,,,,,2018
827,827,62b0ba0e789189e9000162e8,1520,"KINGSTON ENGINEERING COLLEGE,CHITTOOR MAIN ROAD,,VELLORE DIST, PIN - 632059.",CS,COMPUTER SCIENCE AND ENGG.,62486.5,98655.0,84375.0,94336.0,,97906.0,,2018
828,828,62b0ba0e789189e9000162e9,1520,"KINGSTON ENGINEERING COLLEGE,CHITTOOR MAIN ROAD,,VELLORE DIST, PIN - 632059.",EC,ELECTRONICS AND COMMUNICATION ENGG.,74501.0,,95801.5,89755.0,,85702.0,,2018
829,829,62b0ba0e789189e9000162ea,1520,"KINGSTON ENGINEERING COLLEGE,CHITTOOR MAIN ROAD,,VELLORE DIST, PIN - 632059.",EE,ELECTRICAL AND ELECTRONICS ENGG.,95000.0,,,,,,,2018
830,830,62b0ba0e789189e9000162eb,1520,"KINGSTON ENGINEERING COLLEGE,CHITTOOR MAIN ROAD,,VELLORE DIST, PIN - 632059.",IT,INFORMATION TECHNOLOGY,81054.0,,98751.0,99964.0,,95983.0,,2018
831,831,62b0ba0e789189e9000162ec,1520,"KINGSTON ENGINEERING COLLEGE,CHITTOOR MAIN ROAD,,VELLORE DIST, PIN - 632059.",ME,MECHANICAL ENGINEERING,98422.5,,,,,,,2018
832,832,62b0ba0e789189e9000162ee,1521,"SHRI SAPTHAGIRI INSTITUTE OF TECHNOLOGY,NO.381, MBT ROAD,,VELLORE DIST, PIN - 632531.",CS,COMPUTER SCIENCE AND ENGG.,97079.0,,,100937.0,,,,2018
833,833,62b0ba0e789189e9000162ef,1521,"SHRI SAPTHAGIRI INSTITUTE OF TECHNOLOGY,NO.381, MBT ROAD,,VELLORE DIST, PIN - 632531.",EC,ELECTRONICS AND COMMUNICATION ENGG.,92172.0,,,,,,,2018
834,834,62b0ba0e789189e9000162f0,1521,"SHRI SAPTHAGIRI INSTITUTE OF TECHNOLOGY,NO.381, MBT ROAD,,VELLORE DIST, PIN - 632531.",EE,ELECTRICAL AND ELECTRONICS ENGG.,59970.0,,,,,,,2018
835,835,62b0ba0e789189e9000162f1,1521,"SHRI SAPTHAGIRI INSTITUTE OF TECHNOLOGY,NO.381, MBT ROAD,,VELLORE DIST, PIN - 632531.",ME,MECHANICAL ENGINEERING,97193.0,,,,,,,2018
836,836,62b0ba0e789189e9000162f2,1523,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,257/1, BANGALORE - CHENNAI HIGHWAY,,VELLORE DIST, PIN - 632509.",AU,AUTOMOBILE ENGINEERING,70610.0,90925.0,96869.0,102480.0,100242.0,,,2018
837,837,62b0ba0e789189e9000162f3,1523,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,257/1, BANGALORE - CHENNAI HIGHWAY,,VELLORE DIST, PIN - 632509.",CE,CIVIL ENGINEERING,99476.0,,,,,,,2018
838,838,62b0ba0e789189e9000162f4,1523,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,257/1, BANGALORE - CHENNAI HIGHWAY,,VELLORE DIST, PIN - 632509.",CS,COMPUTER SCIENCE AND ENGG.,71292.0,75504.0,95347.0,,,101141.0,,2018
839,839,62b0ba0e789189e9000162f5,1523,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,257/1, BANGALORE - CHENNAI HIGHWAY,,VELLORE DIST, PIN - 632509.",EC,ELECTRONICS AND COMMUNICATION ENGG.,102434.0,,,,,,,2018
840,840,62b0ba0e789189e9000162f6,1523,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,257/1, BANGALORE - CHENNAI HIGHWAY,,VELLORE DIST, PIN - 632509.",EE,ELECTRICAL AND ELECTRONICS ENGG.,92385.5,,,,,,,2018
841,841,62b0ba0e789189e9000162f7,1523,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,257/1, BANGALORE - CHENNAI HIGHWAY,,VELLORE DIST, PIN - 632509.",IT,INFORMATION TECHNOLOGY,75460.5,100206.5,89300.0,98762.0,,101270.0,,2018
842,842,62b0ba0e789189e9000162f8,1523,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,257/1, BANGALORE - CHENNAI HIGHWAY,,VELLORE DIST, PIN - 632509.",ME,MECHANICAL ENGINEERING,103122.0,,,,,,,2018
843,843,62b0ba0e789189e9000162f9,1523,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,257/1, BANGALORE - CHENNAI HIGHWAY,,VELLORE DIST, PIN - 632509.",PE,PETROLEUM ENGINEERING,97068.0,,,97566.0,,,,2018
844,844,62b0ba0e789189e9000162fa,1524,"ANNAMALAIAR COLLEGE OF ENGINEERING,CHETPET - POLUR ROAD,,THIRUVANNAMALAI DIST, PIN - 606902.",CS,COMPUTER SCIENCE AND ENGG.,102384.0,,,,,,,2018
845,845,62b0ba0e789189e9000162fb,1524,"ANNAMALAIAR COLLEGE OF ENGINEERING,CHETPET - POLUR ROAD,,THIRUVANNAMALAI DIST, PIN - 606902.",EE,ELECTRICAL AND ELECTRONICS ENGG.,74119.0,,,,,,,2018
846,846,62b0ba0e789189e9000162fc,1524,"ANNAMALAIAR COLLEGE OF ENGINEERING,CHETPET - POLUR ROAD,,THIRUVANNAMALAI DIST, PIN - 606902.",ME,MECHANICAL ENGINEERING,72537.0,,,,,,,2018
847,847,62b0ba0e789189e9000162fd,1525,"PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY,ADIYUR (POST) , ADIYUR (VILLAGE),VELLORE DIST, PIN - 635601.",CE,CIVIL ENGINEERING,96901.0,,,,,,,2018
848,848,62b0ba0e789189e9000162fe,1525,"PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY,ADIYUR (POST) , ADIYUR (VILLAGE),VELLORE DIST, PIN - 635601.",CS,COMPUTER SCIENCE AND ENGG.,102315.0,,,102658.0,,103200.0,,2018
849,849,62b0ba0e789189e9000162ff,1525,"PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY,ADIYUR (POST) , ADIYUR (VILLAGE),VELLORE DIST, PIN - 635601.",EC,ELECTRONICS AND COMMUNICATION ENGG.,94937.0,,,,,,,2018
850,850,62b0ba0e789189e900016300,1525,"PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY,ADIYUR (POST) , ADIYUR (VILLAGE),VELLORE DIST, PIN - 635601.",EE,ELECTRICAL AND ELECTRONICS ENGG.,100993.0,,,,,,,2018
851,851,62b0ba0e789189e900016301,1525,"PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY,ADIYUR (POST) , ADIYUR (VILLAGE),VELLORE DIST, PIN - 635601.",ME,MECHANICAL ENGINEERING,103319.5,,,,,,,2018
852,852,62b0ba0e789189e900016302,1526,"SRI KRISHNA COLLEGE OF ENGINEERING,SRI KRISHNA NAGAR, TRS CAMPUS,,VELLORE DIST, PIN - 631003.",ME,MECHANICAL ENGINEERING,98553.0,,,,,,,2018
853,853,62b0ba0e789189e900016303,1605,"IDHAYA ENGINEERING COLLEGE FOR WOMEN,CHINNASALEM (POST) , CHINNASALEM (VILLAGE),VILLUPURAM DIST, PIN - 606201.",CS,COMPUTER SCIENCE AND ENGG.,64495.0,,93171.0,93781.0,,92606.0,,2018
854,854,62b0ba0e789189e900016304,1605,"IDHAYA ENGINEERING COLLEGE FOR WOMEN,CHINNASALEM (POST) , CHINNASALEM (VILLAGE),VILLUPURAM DIST, PIN - 606201.",EC,ELECTRONICS AND COMMUNICATION ENGG.,100490.0,,,,,,,2018
855,855,62b0ba0e789189e900016308,1605,"IDHAYA ENGINEERING COLLEGE FOR WOMEN,CHINNASALEM (POST) , CHINNASALEM (VILLAGE),VILLUPURAM DIST, PIN - 606201.",EE,ELECTRICAL AND ELECTRONICS ENGG.,101738.0,,,,,,,2018
856,856,62b0ba0e789189e900016305,1605,"IDHAYA ENGINEERING COLLEGE FOR WOMEN,CHINNASALEM (POST) , CHINNASALEM (VILLAGE),VILLUPURAM DIST, PIN - 606201.",IT,INFORMATION TECHNOLOGY,99698.0,,,,,102958.0,,2018
857,857,62b0ba0e789189e900016306,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",CE,CIVIL ENGINEERING,8632.0,15964.0,10770.0,12940.0,32162.0,33115.0,50436.0,2018
858,858,62b0ba0e789189e900016307,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",CS,COMPUTER SCIENCE AND ENGG.,2888.0,6975.0,3412.0,4878.0,30114.0,20183.0,,2018
859,859,62b0ba0e789189e900016309,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EC,ELECTRONICS AND COMMUNICATION ENGG.,2380.0,8195.0,3091.0,4245.0,17850.0,16328.0,,2018
860,860,62b0ba0e789189e90001630a,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EE,ELECTRICAL AND ELECTRONICS ENGG.,3831.0,10783.0,4576.0,6084.0,22923.0,17382.0,23352.0,2018
861,861,62b0ba0e789189e90001630c,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EI,ELECTRONICS AND INSTRU ENGG.,6275.0,15267.0,8250.0,12413.0,48001.0,34035.0,40204.0,2018
862,862,62b0ba0e789189e90001630b,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",IB,INDUSTRIAL BIO-TECHNOLOGY,10784.0,21087.0,14916.0,20955.0,53226.0,45886.0,38431.0,2018
863,863,62b0ba0e789189e90001630d,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",IT,INFORMATION TECHNOLOGY,4144.0,7954.0,4740.0,6791.0,24634.0,26387.0,,2018
864,864,62b0ba0e789189e90001630f,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",ME,MECHANICAL ENGINEERING,5353.0,13116.0,6877.0,8592.0,25079.0,26908.0,22805.0,2018
865,865,62b0ba0e789189e90001630e,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",PR,PRODUCTION ENGINEERING,10255.5,23421.0,12457.0,15399.0,55105.0,40386.0,68471.0,2018
866,866,62b0ba0e789189e900016311,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",AS,AUTOMOBILE ENGINEERING (SS),5762.0,10816.0,8034.0,11166.0,55630.0,41864.0,84052.0,2018
867,867,62b0ba0e789189e900016310,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",BS,BIO TECHNOLOGY (SS),3618.0,4737.0,6252.0,9296.0,10749.0,22344.0,37748.0,2018
868,868,62b0ba0e789189e900016312,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",BY,BIO MEDICAL ENGG(SS),4593.0,14622.0,6663.0,9188.0,16743.0,21562.0,,2018
869,869,62b0ba0e789189e900016313,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",CE,CIVIL ENGINEERING,2370.0,5048.0,3466.0,5428.0,32186.0,15856.0,,2018
870,870,62b0ba0e789189e900016314,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",CM,COMPUTER SCIENCE AND ENGG.(SS),487.0,4639.0,895.0,3136.0,30195.0,19580.0,27433.0,2018
871,871,62b0ba0e789189e900016315,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",CN,CIVIL ENGG (SS),4258.0,11439.0,5278.0,6662.0,55962.0,21745.0,,2018
872,872,62b0ba0e789189e900016316,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EC,ELECTRONICS AND COMMUNICATION ENGG.,296.0,1333.0,638.0,1758.0,14528.0,10065.0,33754.0,2018
873,873,62b0ba0e789189e900016317,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EE,ELECTRICAL AND ELECTRONICS ENGG.,1125.0,4156.0,1650.0,3118.0,15265.0,11407.0,26596.0,2018
874,874,62b0ba0e789189e900016318,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EM,ELECTRONICS AND COMMUNICATION ENGG. (SS),954.0,5307.0,1257.0,3054.0,41552.0,14748.0,43859.0,2018
875,875,62b0ba0e789189e900016319,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",ES,ELECTRICAL AND ELECTRONICS(SANDWICH)(SS),6387.0,11708.75,8890.0,11112.0,40176.0,42700.0,,2018
876,876,62b0ba0e789189e90001631a,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",FY,FASHION TECHNOLOGY(SS),12172.0,26927.0,15966.0,28883.0,,56602.0,,2018
877,877,62b0ba0e789189e90001631b,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",IM,INFORMATION TECHNOLOGY(SS),1626.0,6560.0,2046.0,5370.0,47711.0,27857.0,51802.0,2018
878,878,62b0ba0e789189e90001631c,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",IY,INSTRUMENTATION AND CONTROL(SS),6694.0,11969.0,8771.0,14249.0,58809.0,40063.0,,2018
879,879,62b0ba0e789189e90001631d,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",ME,MECHANICAL ENGINEERING,761.0,2291.0,1505.0,2843.0,18941.0,12234.0,30591.0,2018
880,880,62b0ba0e789189e90001631e,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MF,MECHANICAL ENGINEERING(SS),1791.0,4268.0,2316.0,4889.0,29162.0,21287.0,31201.0,2018
881,881,62b0ba0e789189e90001631f,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MS,MECHANICAL ENGG (SANDWICH)(SS),4405.0,12617.0,6646.0,9460.0,13619.0,39593.0,52685.0,2018
882,882,62b0ba0e789189e900016320,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MT,METALLURGICAL ENGINEERING,4826.0,11601.0,7415.0,11691.0,38920.0,29725.0,,2018
883,883,62b0ba0e789189e900016321,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MY,METALLURGICAL ENGINEERING (SS),9744.5,14054.0,11380.0,13898.0,67101.0,48770.0,,2018
884,884,62b0ba0e789189e900016322,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",PN,PRODUCTION ENGINEERING (SS),9554.0,15861.0,10552.0,13980.0,49851.0,39440.0,,2018
885,885,62b0ba0e789189e900016323,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",PR,PRODUCTION ENGINEERING,5097.0,10880.0,7995.0,11473.0,44797.0,31694.0,,2018
886,886,62b0ba0e789189e900016324,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",PS,PRODUCTION ENGG.(SANDWICH)(SS),11901.0,30307.0,14552.0,17622.0,71169.0,52777.0,,2018
887,887,62b0ba0e789189e900016325,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",RA,ROBOTICS AND AUTOMATION(SS),3240.0,9890.0,5141.0,9881.0,54049.0,40321.0,,2018
888,888,62b0ba0e789189e900016326,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",TT,TEXTILE TECHNOLOGY (SS),14307.0,21205.0,15800.0,24021.0,,43222.0,,2018
889,889,62b0ba0e789189e900016327,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",TX,TEXTILE TECHNOLOGY,6334.0,20650.0,9924.0,13163.0,42980.0,38807.0,,2018
890,890,62b0ba0e789189e900016328,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CE,CIVIL ENGINEERING,5643.0,13073.0,7953.0,8809.0,34786.0,30673.0,,2018
891,891,62b0ba0e789189e90001632b,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CH,CHEMICAL ENGINEERING,4996.0,8194.0,5936.0,8545.0,25395.0,27466.0,41124.0,2018
892,892,62b0ba0e789189e900016329,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CL,CHEMICAL ENGINEERING(SS),7771.0,,8756.0,10087.0,78408.0,30463.0,,2018
893,893,62b0ba0e789189e90001632a,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CM,COMPUTER SCIENCE AND ENGG.(SS),3048.0,9671.0,3355.0,6045.0,40265.0,29169.0,74604.0,2018
894,894,62b0ba0e789189e90001632c,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CN,CIVIL ENGG (SS),11754.0,16683.0,13873.0,17058.0,54454.0,40746.0,,2018
895,895,62b0ba0e789189e90001632d,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CS,COMPUTER SCIENCE AND ENGG.,1849.0,3248.0,2363.0,4824.0,19862.0,24993.0,35610.0,2018
896,896,62b0ba0e789189e90001632e,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EC,ELECTRONICS AND COMMUNICATION ENGG.,1856.0,7243.0,2134.0,3797.0,33783.0,19001.0,20641.0,2018
897,897,62b0ba0e789189e900016333,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EE,ELECTRICAL AND ELECTRONICS ENGG.,2979.0,8549.0,3602.0,4898.0,22100.0,22890.0,,2018
898,898,62b0ba0e789189e900016334,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EM,ELECTRONICS AND COMMUNICATION ENGG. (SS),3164.0,12554.0,3837.0,7348.0,44880.5,33043.0,,2018
899,899,62b0ba0e789189e900016332,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EY,ELEC AND ELECTRONICS ENGG (SS),4606.0,12948.0,5012.0,9865.0,28615.0,32813.0,44871.0,2018
900,900,62b0ba0e789189e900016336,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",IM,INFORMATION TECHNOLOGY(SS),4055.0,8651.0,4334.0,7629.0,46745.0,33863.0,,2018
901,901,62b0ba0e789189e900016337,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",ME,MECHANICAL ENGINEERING,3326.0,6711.0,4234.0,6418.0,24828.0,25491.0,43234.0,2018
902,902,62b0ba0e789189e900016335,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",MF,MECHANICAL ENGINEERING(SS),5552.0,15405.0,7036.0,10364.0,46833.0,39467.0,,2018
903,903,62b0ba0e789189e900016339,2025,"ANNA UNIVERSITY REGIONAL CAMPUS, COIMBATORE,MARUTHAMALAI MAIN ROAD, NAVAVOOR,COIMBATORE DIST, PIN - 641046.",CS,COMPUTER SCIENCE AND ENGG.,10525.0,25969.0,18185.0,20426.0,24245.0,38124.0,46765.0,2018
904,904,62b0ba0e789189e90001632f,2025,"ANNA UNIVERSITY REGIONAL CAMPUS, COIMBATORE,MARUTHAMALAI MAIN ROAD, NAVAVOOR,COIMBATORE DIST, PIN - 641046.",EC,ELECTRONICS AND COMMUNICATION ENGG.,14483.0,23864.0,18672.0,27695.0,49414.0,49267.0,,2018
