,Unnamed: 0,_id,coc,con,brc,brn,OC,BCM,BC,MBC,SCA,SC,ST,year
1631,1631,62b0ba0f789189e90001660d,2744,"ADITHYA INSTITUTE OF TECHNOLOGY,SATHY MAIN ROAD (NH 209),COIMBATORE DIST, PIN - 641107.",EC,ELECTRONICS AND COMMUNICATION ENGG.,103315.0,,,,,,,2018
1632,1632,62b0ba0f789189e90001660e,2744,"ADITHYA INSTITUTE OF TECHNOLOGY,SATHY MAIN ROAD (NH 209),COIMBATORE DIST, PIN - 641107.",EE,ELECTRICAL AND ELECTRONICS ENGG.,87278.0,,,,,,,2018
1633,1633,62b0ba0f789189e90001660f,2744,"ADITHYA INSTITUTE OF TECHNOLOGY,SATHY MAIN ROAD (NH 209),COIMBATORE DIST, PIN - 641107.",IT,INFORMATION TECHNOLOGY,85645.0,,91515.0,102814.0,,99896.0,,2018
1634,1634,62b0ba0f789189e900016610,2744,"ADITHYA INSTITUTE OF TECHNOLOGY,SATHY MAIN ROAD (NH 209),COIMBATORE DIST, PIN - 641107.",ME,MECHANICAL ENGINEERING,102403.0,,,,,,,2018
1635,1635,62b0ba0f789189e900016613,2745,"KATHIR COLLEGE OF ENGINEERING,WISDOM TREE, AVINASHI ROAD,,COIMBATORE DIST, PIN - 641062.",CE,CIVIL ENGINEERING,100154.0,,,,,,,2018
1636,1636,62b0ba0f789189e900016611,2745,"KATHIR COLLEGE OF ENGINEERING,WISDOM TREE, AVINASHI ROAD,,COIMBATORE DIST, PIN - 641062.",CS,COMPUTER SCIENCE AND ENGG.,55255.0,62600.0,89117.0,87852.0,82184.0,93574.0,,2018
1637,1637,62b0ba0f789189e900016612,2745,"KATHIR COLLEGE OF ENGINEERING,WISDOM TREE, AVINASHI ROAD,,COIMBATORE DIST, PIN - 641062.",EC,ELECTRONICS AND COMMUNICATION ENGG.,69060.0,,98645.0,100513.0,103127.0,89235.0,,2018
1638,1638,62b0ba0f789189e900016614,2745,"KATHIR COLLEGE OF ENGINEERING,WISDOM TREE, AVINASHI ROAD,,COIMBATORE DIST, PIN - 641062.",EE,ELECTRICAL AND ELECTRONICS ENGG.,97995.0,,,,,,,2018
1639,1639,62b0ba0f789189e900016615,2745,"KATHIR COLLEGE OF ENGINEERING,WISDOM TREE, AVINASHI ROAD,,COIMBATORE DIST, PIN - 641062.",ME,MECHANICAL ENGINEERING,102667.0,,,,,,,2018
1640,1640,62b0ba0f789189e900016616,2747,"SHREE VENKATESHWARA HI-TECH ENGINEERING COLLEGE,K.METTUPALAYAM (POST) , OTHAKUTHIRAI (VILLAGE),ERODE DIST, PIN - 638455.",CE,CIVIL ENGINEERING,102712.0,,,102715.0,,,,2018
1641,1641,62b0ba0f789189e900016617,2747,"SHREE VENKATESHWARA HI-TECH ENGINEERING COLLEGE,K.METTUPALAYAM (POST) , OTHAKUTHIRAI (VILLAGE),ERODE DIST, PIN - 638455.",CS,COMPUTER SCIENCE AND ENGG.,72061.0,,101442.0,94302.0,94240.0,80902.0,,2018
1642,1642,62b0ba0f789189e900016618,2747,"SHREE VENKATESHWARA HI-TECH ENGINEERING COLLEGE,K.METTUPALAYAM (POST) , OTHAKUTHIRAI (VILLAGE),ERODE DIST, PIN - 638455.",EC,ELECTRONICS AND COMMUNICATION ENGG.,86067.0,,100101.0,,96819.0,101860.0,,2018
1643,1643,62b0ba0f789189e900016619,2747,"SHREE VENKATESHWARA HI-TECH ENGINEERING COLLEGE,K.METTUPALAYAM (POST) , OTHAKUTHIRAI (VILLAGE),ERODE DIST, PIN - 638455.",EE,ELECTRICAL AND ELECTRONICS ENGG.,83688.0,,98980.0,99845.0,90883.0,102183.5,,2018
1644,1644,62b0ba0f789189e90001661a,2747,"SHREE VENKATESHWARA HI-TECH ENGINEERING COLLEGE,K.METTUPALAYAM (POST) , OTHAKUTHIRAI (VILLAGE),ERODE DIST, PIN - 638455.",ME,MECHANICAL ENGINEERING,90932.0,,101457.0,103421.0,93129.0,103130.0,101996.0,2018
1645,1645,62b0ba0f789189e90001661b,2748,"SURYA ENGINEERING COLLEGE,PERUNDURAI ROAD,,ERODE DIST, PIN - 638107.",CE,CIVIL ENGINEERING,101861.0,,,,,,,2018
1646,1646,62b0ba0f789189e90001661d,2748,"SURYA ENGINEERING COLLEGE,PERUNDURAI ROAD,,ERODE DIST, PIN - 638107.",CS,COMPUTER SCIENCE AND ENGG.,100860.0,,,,,,,2018
1647,1647,62b0ba0f789189e90001661c,2748,"SURYA ENGINEERING COLLEGE,PERUNDURAI ROAD,,ERODE DIST, PIN - 638107.",EC,ELECTRONICS AND COMMUNICATION ENGG.,99820.0,,,,,,,2018
1648,1648,62b0ba0f789189e90001661f,2748,"SURYA ENGINEERING COLLEGE,PERUNDURAI ROAD,,ERODE DIST, PIN - 638107.",EE,ELECTRICAL AND ELECTRONICS ENGG.,96684.0,,,,,,,2018
1649,1649,62b0ba0f789189e900016620,2748,"SURYA ENGINEERING COLLEGE,PERUNDURAI ROAD,,ERODE DIST, PIN - 638107.",ME,MECHANICAL ENGINEERING,101826.0,,,,,,,2018
1650,1650,62b0ba0f789189e90001661e,2749,"EASA COLLEGE OF ENGINEERING AND TECHNOLOGY,NH-47,PALAKKAD MAIN ROAD,,COIMBATORE DIST, PIN - 641105.",CE,CIVIL ENGINEERING,103211.0,,,,,,,2018
1651,1651,62b0ba0f789189e900016622,2749,"EASA COLLEGE OF ENGINEERING AND TECHNOLOGY,NH-47,PALAKKAD MAIN ROAD,,COIMBATORE DIST, PIN - 641105.",CS,COMPUTER SCIENCE AND ENGG.,92539.0,,96623.0,95394.0,101763.0,102846.0,,2018
1652,1652,62b0ba0f789189e900016621,2749,"EASA COLLEGE OF ENGINEERING AND TECHNOLOGY,NH-47,PALAKKAD MAIN ROAD,,COIMBATORE DIST, PIN - 641105.",EC,ELECTRONICS AND COMMUNICATION ENGG.,88231.0,,,,,,,2018
1653,1653,62b0ba0f789189e900016623,2749,"EASA COLLEGE OF ENGINEERING AND TECHNOLOGY,NH-47,PALAKKAD MAIN ROAD,,COIMBATORE DIST, PIN - 641105.",EE,ELECTRICAL AND ELECTRONICS ENGG.,100169.0,,,,,,,2018
1654,1654,62b0ba0f789189e900016624,2749,"EASA COLLEGE OF ENGINEERING AND TECHNOLOGY,NH-47,PALAKKAD MAIN ROAD,,COIMBATORE DIST, PIN - 641105.",IT,INFORMATION TECHNOLOGY,67012.0,,96144.0,92338.0,88360.0,98161.0,,2018
1655,1655,62b0ba0f789189e900016625,2749,"EASA COLLEGE OF ENGINEERING AND TECHNOLOGY,NH-47,PALAKKAD MAIN ROAD,,COIMBATORE DIST, PIN - 641105.",ME,MECHANICAL ENGINEERING,103362.0,,,,,,,2018
1656,1656,62b0ba0f789189e900016626,2749,"EASA COLLEGE OF ENGINEERING AND TECHNOLOGY,NH-47,PALAKKAD MAIN ROAD,,COIMBATORE DIST, PIN - 641105.",PE,PETROLEUM ENGINEERING,101003.0,,,,,,,2018
1657,1657,62b0ba0f789189e900016627,2750,"KIT - KALAIGNAR KARUNANIDHI INSTITUTE OF TECHNOLOGY,KANNAMPALAYAM (POST) , KANNAMPALAYAM (VILLAGE),COIMBATORE DIST, PIN - 641402.",AE,AERONAUTICAL ENGINEERING,76793.0,89208.0,87021.0,102063.0,96463.0,102639.0,,2018
1658,1658,62b0ba0f789189e900016628,2750,"KIT - KALAIGNAR KARUNANIDHI INSTITUTE OF TECHNOLOGY,KANNAMPALAYAM (POST) , KANNAMPALAYAM (VILLAGE),COIMBATORE DIST, PIN - 641402.",AG,AGRICULTURE ENGINEERING,49142.0,,79370.0,96583.0,,62292.0,,2018
1659,1659,62b0ba0f789189e900016629,2750,"KIT - KALAIGNAR KARUNANIDHI INSTITUTE OF TECHNOLOGY,KANNAMPALAYAM (POST) , KANNAMPALAYAM (VILLAGE),COIMBATORE DIST, PIN - 641402.",BM,BIO MEDICAL ENGINEERING,48102.0,79361.0,80255.0,91483.0,,81378.0,,2018
1660,1660,62b0ba0f789189e90001662a,2750,"KIT - KALAIGNAR KARUNANIDHI INSTITUTE OF TECHNOLOGY,KANNAMPALAYAM (POST) , KANNAMPALAYAM (VILLAGE),COIMBATORE DIST, PIN - 641402.",BT,BIO-TECHNOLOGY,66360.0,,97802.0,77436.0,88687.0,101532.0,,2018
1661,1661,62b0ba0f789189e90001662b,2750,"KIT - KALAIGNAR KARUNANIDHI INSTITUTE OF TECHNOLOGY,KANNAMPALAYAM (POST) , KANNAMPALAYAM (VILLAGE),COIMBATORE DIST, PIN - 641402.",CS,COMPUTER SCIENCE AND ENGG.,30864.0,77679.0,55838.0,80026.0,70647.0,99914.0,,2018
1662,1662,62b0ba0f789189e900016630,2750,"KIT - KALAIGNAR KARUNANIDHI INSTITUTE OF TECHNOLOGY,KANNAMPALAYAM (POST) , KANNAMPALAYAM (VILLAGE),COIMBATORE DIST, PIN - 641402.",EC,ELECTRONICS AND COMMUNICATION ENGG.,48677.0,82709.0,81216.0,86437.0,63589.0,89701.0,,2018
1663,1663,62b0ba0f789189e90001662d,2750,"KIT - KALAIGNAR KARUNANIDHI INSTITUTE OF TECHNOLOGY,KANNAMPALAYAM (POST) , KANNAMPALAYAM (VILLAGE),COIMBATORE DIST, PIN - 641402.",EE,ELECTRICAL AND ELECTRONICS ENGG.,66469.0,,101462.0,96003.0,85205.0,101715.0,,2018
1664,1664,62b0ba0f789189e90001662c,2750,"KIT - KALAIGNAR KARUNANIDHI INSTITUTE OF TECHNOLOGY,KANNAMPALAYAM (POST) , KANNAMPALAYAM (VILLAGE),COIMBATORE DIST, PIN - 641402.",ME,MECHANICAL ENGINEERING,87634.0,,95936.0,101087.0,99269.0,98715.0,,2018
1665,1665,62b0ba0f789189e90001662f,2751,"KGISL INSTITUTE OF TECHNOLOGY,365, THUDIYALUR ROAD, KGISL CAMPUS,,COIMBATORE DIST, PIN - 641035.",CE,CIVIL ENGINEERING,95776.0,,,,,,,2018
1666,1666,62b0ba0f789189e90001662e,2751,"KGISL INSTITUTE OF TECHNOLOGY,365, THUDIYALUR ROAD, KGISL CAMPUS,,COIMBATORE DIST, PIN - 641035.",CS,COMPUTER SCIENCE AND ENGG.,46702.0,,67076.0,100909.0,,103293.0,,2018
1667,1667,62b0ba0f789189e900016633,2751,"KGISL INSTITUTE OF TECHNOLOGY,365, THUDIYALUR ROAD, KGISL CAMPUS,,COIMBATORE DIST, PIN - 641035.",EC,ELECTRONICS AND COMMUNICATION ENGG.,68263.0,70619.0,100669.0,90339.0,101707.0,71920.0,,2018
1668,1668,62b0ba0f789189e900016631,2751,"KGISL INSTITUTE OF TECHNOLOGY,365, THUDIYALUR ROAD, KGISL CAMPUS,,COIMBATORE DIST, PIN - 641035.",IT,INFORMATION TECHNOLOGY,49012.0,,73068.0,95285.0,,95489.0,,2018
1669,1669,62b0ba0f789189e900016632,2751,"KGISL INSTITUTE OF TECHNOLOGY,365, THUDIYALUR ROAD, KGISL CAMPUS,,COIMBATORE DIST, PIN - 641035.",ME,MECHANICAL ENGINEERING,102455.0,,,,,,,2018
1670,1670,62b0ba0f789189e900016634,2752,"NANDHA COLLEGE OF TECHNOLOGY,ERODE - PERUNDURAI ROAD, VAIKKALMEDU,ERODE DIST, PIN - 638052.",CE,CIVIL ENGINEERING,102839.0,,,,,,,2018
1671,1671,62b0ba0f789189e900016635,2752,"NANDHA COLLEGE OF TECHNOLOGY,ERODE - PERUNDURAI ROAD, VAIKKALMEDU,ERODE DIST, PIN - 638052.",CS,COMPUTER SCIENCE AND ENGG.,70562.0,,97105.0,101042.0,96867.0,97469.0,,2018
1672,1672,62b0ba0f789189e900016638,2752,"NANDHA COLLEGE OF TECHNOLOGY,ERODE - PERUNDURAI ROAD, VAIKKALMEDU,ERODE DIST, PIN - 638052.",EC,ELECTRONICS AND COMMUNICATION ENGG.,95119.0,,98778.0,,,,,2018
1673,1673,62b0ba0f789189e900016637,2752,"NANDHA COLLEGE OF TECHNOLOGY,ERODE - PERUNDURAI ROAD, VAIKKALMEDU,ERODE DIST, PIN - 638052.",EE,ELECTRICAL AND ELECTRONICS ENGG.,86406.0,,99161.0,98625.0,,,,2018
1674,1674,62b0ba0f789189e900016636,2752,"NANDHA COLLEGE OF TECHNOLOGY,ERODE - PERUNDURAI ROAD, VAIKKALMEDU,ERODE DIST, PIN - 638052.",IT,INFORMATION TECHNOLOGY,73113.0,,85196.0,102344.0,99391.0,102769.0,,2018
1675,1675,62b0ba0f789189e900016639,2752,"NANDHA COLLEGE OF TECHNOLOGY,ERODE - PERUNDURAI ROAD, VAIKKALMEDU,ERODE DIST, PIN - 638052.",ME,MECHANICAL ENGINEERING,95903.0,,,,,,,2018
1676,1676,62b0ba0f789189e90001663a,2753,"PPG INSTITUTE OF TECHNOLOGY,NH-209, SATHY ROAD,,COIMBATORE DIST, PIN - 641035.",CE,CIVIL ENGINEERING,63233.0,,,,,,,2018
1677,1677,62b0ba0f789189e90001663b,2753,"PPG INSTITUTE OF TECHNOLOGY,NH-209, SATHY ROAD,,COIMBATORE DIST, PIN - 641035.",CS,COMPUTER SCIENCE AND ENGG.,87714.0,,,,92793.0,100841.0,,2018
1678,1678,62b0ba0f789189e90001663c,2753,"PPG INSTITUTE OF TECHNOLOGY,NH-209, SATHY ROAD,,COIMBATORE DIST, PIN - 641035.",EC,ELECTRONICS AND COMMUNICATION ENGG.,101616.0,,,,,,,2018
1679,1679,62b0ba0f789189e90001663d,2753,"PPG INSTITUTE OF TECHNOLOGY,NH-209, SATHY ROAD,,COIMBATORE DIST, PIN - 641035.",EE,ELECTRICAL AND ELECTRONICS ENGG.,78956.0,,,,,,,2018
1680,1680,62b0ba0f789189e90001663e,2753,"PPG INSTITUTE OF TECHNOLOGY,NH-209, SATHY ROAD,,COIMBATORE DIST, PIN - 641035.",MC,MECHATRONICS,97513.0,,,,,,,2018
1681,1681,62b0ba0f789189e90001663f,2753,"PPG INSTITUTE OF TECHNOLOGY,NH-209, SATHY ROAD,,COIMBATORE DIST, PIN - 641035.",ME,MECHANICAL ENGINEERING,100836.0,,,,,,,2018
1682,1682,62b0ba0f789189e900016640,2754,"SRI RAMANATHAN ENGINEERING COLLEGE,UTHUKULI MAIN ROAD, VIJAYAMANGALAM,TIRUPPUR DIST, PIN - 638056.",EC,ELECTRONICS AND COMMUNICATION ENGG.,91491.0,,,,,,,2018
1683,1683,62b0ba0f789189e900016641,2755,"NEHRU INSTITUTE OF TECHNOLOGY,JAWAHAR GARDENS,,COIMBATORE DIST, PIN - 641105.",AE,AERONAUTICAL ENGINEERING,93465.0,,,,,,,2018
1684,1684,62b0ba0f789189e900016642,2755,"NEHRU INSTITUTE OF TECHNOLOGY,JAWAHAR GARDENS,,COIMBATORE DIST, PIN - 641105.",CE,CIVIL ENGINEERING,93510.0,,,,,,,2018
1685,1685,62b0ba0f789189e900016643,2755,"NEHRU INSTITUTE OF TECHNOLOGY,JAWAHAR GARDENS,,COIMBATORE DIST, PIN - 641105.",CS,COMPUTER SCIENCE AND ENGG.,86719.0,,,,,,,2018
1686,1686,62b0ba0f789189e900016644,2755,"NEHRU INSTITUTE OF TECHNOLOGY,JAWAHAR GARDENS,,COIMBATORE DIST, PIN - 641105.",ME,MECHANICAL ENGINEERING,78432.0,,,,,,,2018
1687,1687,62b0ba0f789189e900016645,2758,"J K K MUNIRAJAH COLLEGE OF TECHNOLOGY,THOOKKANAICKENPALAYAM (POST) , THOOKKANAICKENPALAYAM (VILLAGE),ERODE DIST, PIN - 638506.",AU,AUTOMOBILE ENGINEERING,102320.0,,,,,,,2018
1688,1688,62b0ba0f789189e900016646,2758,"J K K MUNIRAJAH COLLEGE OF TECHNOLOGY,THOOKKANAICKENPALAYAM (POST) , THOOKKANAICKENPALAYAM (VILLAGE),ERODE DIST, PIN - 638506.",CE,CIVIL ENGINEERING,102903.0,,,,,,,2018
1689,1689,62b0ba0f789189e900016647,2758,"J K K MUNIRAJAH COLLEGE OF TECHNOLOGY,THOOKKANAICKENPALAYAM (POST) , THOOKKANAICKENPALAYAM (VILLAGE),ERODE DIST, PIN - 638506.",CS,COMPUTER SCIENCE AND ENGG.,89171.0,,97573.0,102529.0,93536.0,97888.0,,2018
1690,1690,62b0ba0f789189e900016648,2758,"J K K MUNIRAJAH COLLEGE OF TECHNOLOGY,THOOKKANAICKENPALAYAM (POST) , THOOKKANAICKENPALAYAM (VILLAGE),ERODE DIST, PIN - 638506.",EC,ELECTRONICS AND COMMUNICATION ENGG.,99277.0,,,99972.0,,103331.0,,2018
1691,1691,62b0ba0f789189e900016649,2758,"J K K MUNIRAJAH COLLEGE OF TECHNOLOGY,THOOKKANAICKENPALAYAM (POST) , THOOKKANAICKENPALAYAM (VILLAGE),ERODE DIST, PIN - 638506.",EE,ELECTRICAL AND ELECTRONICS ENGG.,85261.0,,98174.0,102146.0,90368.0,102709.0,,2018
1692,1692,62b0ba0f789189e90001664a,2758,"J K K MUNIRAJAH COLLEGE OF TECHNOLOGY,THOOKKANAICKENPALAYAM (POST) , THOOKKANAICKENPALAYAM (VILLAGE),ERODE DIST, PIN - 638506.",IT,INFORMATION TECHNOLOGY,92095.0,,99729.0,100739.0,95689.0,103119.0,,2018
1693,1693,62b0ba0f789189e90001664b,2758,"J K K MUNIRAJAH COLLEGE OF TECHNOLOGY,THOOKKANAICKENPALAYAM (POST) , THOOKKANAICKENPALAYAM (VILLAGE),ERODE DIST, PIN - 638506.",ME,MECHANICAL ENGINEERING,88884.0,,99381.0,101591.0,100792.0,101180.0,,2018
1694,1694,62b0ba0f789189e90001664d,2761,"UNITED INSTITUTE OF TECHNOLOGY,PERIYANAICKENPALAYAM,COIMBATORE DIST, PIN - 641020.",CE,CIVIL ENGINEERING,93265.0,,95457.0,,,,,2018
1695,1695,62b0ba0f789189e90001664c,2761,"UNITED INSTITUTE OF TECHNOLOGY,PERIYANAICKENPALAYAM,COIMBATORE DIST, PIN - 641020.",CS,COMPUTER SCIENCE AND ENGG.,74156.0,86752.0,99432.0,96006.0,92795.0,102887.0,,2018
1696,1696,62b0ba0f789189e90001664e,2761,"UNITED INSTITUTE OF TECHNOLOGY,PERIYANAICKENPALAYAM,COIMBATORE DIST, PIN - 641020.",EC,ELECTRONICS AND COMMUNICATION ENGG.,102970.5,,,,,,,2018
1697,1697,62b0ba0f789189e90001664f,2761,"UNITED INSTITUTE OF TECHNOLOGY,PERIYANAICKENPALAYAM,COIMBATORE DIST, PIN - 641020.",EE,ELECTRICAL AND ELECTRONICS ENGG.,94377.0,,,,,,,2018
1698,1698,62b0ba0f789189e900016651,2761,"UNITED INSTITUTE OF TECHNOLOGY,PERIYANAICKENPALAYAM,COIMBATORE DIST, PIN - 641020.",ME,MECHANICAL ENGINEERING,101727.0,,,,,,,2018
1699,1699,62b0ba0f789189e900016650,2762,"JANSONS INSTITUTE OF TECHNOLOGY,SF NO.443/1,443/2,442/1A,442/1B,,COIMBATORE DIST, PIN - 641659.",CE,CIVIL ENGINEERING,97616.0,,,,,,,2018
1700,1700,62b0ba0f789189e900016653,2762,"JANSONS INSTITUTE OF TECHNOLOGY,SF NO.443/1,443/2,442/1A,442/1B,,COIMBATORE DIST, PIN - 641659.",CS,COMPUTER SCIENCE AND ENGG.,51787.0,84704.0,99706.0,98150.0,,,,2018
1701,1701,62b0ba0f789189e900016652,2762,"JANSONS INSTITUTE OF TECHNOLOGY,SF NO.443/1,443/2,442/1A,442/1B,,COIMBATORE DIST, PIN - 641659.",EC,ELECTRONICS AND COMMUNICATION ENGG.,59972.0,,,,,,,2018
1702,1702,62b0ba0f789189e900016654,2762,"JANSONS INSTITUTE OF TECHNOLOGY,SF NO.443/1,443/2,442/1A,442/1B,,COIMBATORE DIST, PIN - 641659.",EE,ELECTRICAL AND ELECTRONICS ENGG.,101344.0,,,,,,,2018
1703,1703,62b0ba0f789189e900016655,2762,"JANSONS INSTITUTE OF TECHNOLOGY,SF NO.443/1,443/2,442/1A,442/1B,,COIMBATORE DIST, PIN - 641659.",ME,MECHANICAL ENGINEERING,99550.0,,,,,,,2018
1704,1704,62b0ba0f789189e900016656,2763,"AKSHAYA COLLEGE OF ENGINEERING & TECHNOLOGY,KINATHUKADAVU (POST) , KINATHUKADAVU (VILLAGE),COIMBATORE DIST, PIN - 642109.",CE,CIVIL ENGINEERING,102278.0,,,,,,,2018
1705,1705,62b0ba0f789189e900016657,2763,"AKSHAYA COLLEGE OF ENGINEERING & TECHNOLOGY,KINATHUKADAVU (POST) , KINATHUKADAVU (VILLAGE),COIMBATORE DIST, PIN - 642109.",CS,COMPUTER SCIENCE AND ENGG.,69358.0,,97247.0,100105.0,,102121.0,,2018
1706,1706,62b0ba0f789189e900016658,2763,"AKSHAYA COLLEGE OF ENGINEERING & TECHNOLOGY,KINATHUKADAVU (POST) , KINATHUKADAVU (VILLAGE),COIMBATORE DIST, PIN - 642109.",EC,ELECTRONICS AND COMMUNICATION ENGG.,95636.0,,,,,97904.0,,2018
1707,1707,62b0ba0f789189e900016659,2763,"AKSHAYA COLLEGE OF ENGINEERING & TECHNOLOGY,KINATHUKADAVU (POST) , KINATHUKADAVU (VILLAGE),COIMBATORE DIST, PIN - 642109.",EE,ELECTRICAL AND ELECTRONICS ENGG.,102447.0,,,,,,,2018
1708,1708,62b0ba0f789189e90001665b,2763,"AKSHAYA COLLEGE OF ENGINEERING & TECHNOLOGY,KINATHUKADAVU (POST) , KINATHUKADAVU (VILLAGE),COIMBATORE DIST, PIN - 642109.",MC,MECHATRONICS,99902.0,,,,,,,2018
1709,1709,62b0ba0f789189e90001665d,2763,"AKSHAYA COLLEGE OF ENGINEERING & TECHNOLOGY,KINATHUKADAVU (POST) , KINATHUKADAVU (VILLAGE),COIMBATORE DIST, PIN - 642109.",ME,MECHANICAL ENGINEERING,102277.5,,,,,,,2018
1710,1710,62b0ba0f789189e90001665a,2764,"K P R INSTITUTE OF ENGINEERING AND TECHNOLOGY,ARASUR (POST) , KOLLUPALAYAM (VILLAGE),COIMBATORE DIST, PIN - 641407.",BM,BIO MEDICAL ENGINEERING,45477.0,,76659.0,94889.0,68532.0,75909.0,,2018
1711,1711,62b0ba0f789189e90001665e,2764,"K P R INSTITUTE OF ENGINEERING AND TECHNOLOGY,ARASUR (POST) , KOLLUPALAYAM (VILLAGE),COIMBATORE DIST, PIN - 641407.",CE,CIVIL ENGINEERING,63770.0,87526.0,95441.0,102053.0,,103093.0,,2018
1712,1712,62b0ba0f789189e90001665f,2764,"K P R INSTITUTE OF ENGINEERING AND TECHNOLOGY,ARASUR (POST) , KOLLUPALAYAM (VILLAGE),COIMBATORE DIST, PIN - 641407.",CH,CHEMICAL ENGINEERING,83624.0,,,89390.0,,94887.0,,2018
1713,1713,62b0ba0f789189e90001665c,2764,"K P R INSTITUTE OF ENGINEERING AND TECHNOLOGY,ARASUR (POST) , KOLLUPALAYAM (VILLAGE),COIMBATORE DIST, PIN - 641407.",CS,COMPUTER SCIENCE AND ENGG.,40074.0,79181.0,54142.0,99561.0,,79696.0,,2018
1714,1714,62b0ba0f789189e900016660,2764,"K P R INSTITUTE OF ENGINEERING AND TECHNOLOGY,ARASUR (POST) , KOLLUPALAYAM (VILLAGE),COIMBATORE DIST, PIN - 641407.",EC,ELECTRONICS AND COMMUNICATION ENGG.,43208.0,55141.0,69182.0,94022.0,,91823.0,,2018
1715,1715,62b0ba0f789189e900016661,2764,"K P R INSTITUTE OF ENGINEERING AND TECHNOLOGY,ARASUR (POST) , KOLLUPALAYAM (VILLAGE),COIMBATORE DIST, PIN - 641407.",EE,ELECTRICAL AND ELECTRONICS ENGG.,41199.0,79450.5,67056.0,91032.0,70057.0,100982.0,,2018
1716,1716,62b0ba0f789189e900016662,2764,"K P R INSTITUTE OF ENGINEERING AND TECHNOLOGY,ARASUR (POST) , KOLLUPALAYAM (VILLAGE),COIMBATORE DIST, PIN - 641407.",ME,MECHANICAL ENGINEERING,58025.0,74865.0,77102.0,87564.0,99469.0,100093.0,,2018
1717,1717,62b0ba0f789189e900016663,2765,"SRIGURU INSTITUTE OF TECHNOLOGY,VARATHAIYANGARPALAYAM, NEAR SARAVANAMPATTI,COIMBATORE DIST, PIN - 641110.",CE,CIVIL ENGINEERING,99728.0,,,,,,,2018
1718,1718,62b0ba0f789189e900016664,2765,"SRIGURU INSTITUTE OF TECHNOLOGY,VARATHAIYANGARPALAYAM, NEAR SARAVANAMPATTI,COIMBATORE DIST, PIN - 641110.",CS,COMPUTER SCIENCE AND ENGG.,76159.5,86096.0,98185.0,94086.0,,,,2018
1719,1719,62b0ba0f789189e900016665,2765,"SRIGURU INSTITUTE OF TECHNOLOGY,VARATHAIYANGARPALAYAM, NEAR SARAVANAMPATTI,COIMBATORE DIST, PIN - 641110.",EC,ELECTRONICS AND COMMUNICATION ENGG.,103438.0,,,,,,,2018
1720,1720,62b0ba0f789189e900016668,2765,"SRIGURU INSTITUTE OF TECHNOLOGY,VARATHAIYANGARPALAYAM, NEAR SARAVANAMPATTI,COIMBATORE DIST, PIN - 641110.",EE,ELECTRICAL AND ELECTRONICS ENGG.,91033.0,,,,,,,2018
1721,1721,62b0ba0f789189e900016667,2765,"SRIGURU INSTITUTE OF TECHNOLOGY,VARATHAIYANGARPALAYAM, NEAR SARAVANAMPATTI,COIMBATORE DIST, PIN - 641110.",ME,MECHANICAL ENGINEERING,99308.0,,,,,,,2018
1722,1722,62b0ba0f789189e900016666,2767,"SRG ENGINEERING COLLEGE,SH-95, MOHANUR ROAD,NAMAKKAL DIST, PIN - 637017.",CE,CIVIL ENGINEERING,90534.0,,,,,,,2018
1723,1723,62b0ba0f789189e90001666b,2768,"PARK COLLEGE OF TECHNOLOGY,PREMA RAVI NAGAR,,COIMBATORE DIST, PIN - 641659.",CE,CIVIL ENGINEERING,101839.0,,,,,,,2018
1724,1724,62b0ba0f789189e90001666e,2768,"PARK COLLEGE OF TECHNOLOGY,PREMA RAVI NAGAR,,COIMBATORE DIST, PIN - 641659.",CS,COMPUTER SCIENCE AND ENGG.,97369.0,,,,,,,2018
1725,1725,62b0ba0f789189e900016669,2768,"PARK COLLEGE OF TECHNOLOGY,PREMA RAVI NAGAR,,COIMBATORE DIST, PIN - 641659.",EC,ELECTRONICS AND COMMUNICATION ENGG.,51390.0,,,,,,,2018
1726,1726,62b0ba0f789189e900016671,2768,"PARK COLLEGE OF TECHNOLOGY,PREMA RAVI NAGAR,,COIMBATORE DIST, PIN - 641659.",EN,ENVIRONMENTAL ENGINEERING,94956.0,,,,,,,2018
1727,1727,62b0ba0f789189e90001666a,2768,"PARK COLLEGE OF TECHNOLOGY,PREMA RAVI NAGAR,,COIMBATORE DIST, PIN - 641659.",ME,MECHANICAL ENGINEERING,82983.0,,,,,,,2018
1728,1728,62b0ba0f789189e900016670,2769,"J C T COLLEGE OF ENGINEERING AND TECHNOLOGY,PICHANUR (POST) , PICHANUR (VILLAGE),COIMBATORE DIST, PIN - 641105.",AU,AUTOMOBILE ENGINEERING,98788.0,,,,,,,2018
1729,1729,62b0ba0f789189e900016672,2769,"J C T COLLEGE OF ENGINEERING AND TECHNOLOGY,PICHANUR (POST) , PICHANUR (VILLAGE),COIMBATORE DIST, PIN - 641105.",CE,CIVIL ENGINEERING,93349.0,,,,,,,2018
1730,1730,62b0ba0f789189e90001666f,2769,"J C T COLLEGE OF ENGINEERING AND TECHNOLOGY,PICHANUR (POST) , PICHANUR (VILLAGE),COIMBATORE DIST, PIN - 641105.",CS,COMPUTER SCIENCE AND ENGG.,98135.0,,,,,,,2018
