,Unnamed: 0,_id,coc,con,brc,brn,OC,BC,BCM,MBC,SC,SCA,ST,year
10,10,6452f7164492547a9de13fc4,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MA,MATERIAL SCIENCE AND ENGINEERING (SS),6271,10588.0,14321.0,11249.0,29963.0,33578.0,,2022
11,11,6452f7164492547a9de13fc5,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",ME,MECHANICAL ENGINEERING,2408,4554.0,6047.0,7655.0,14245.0,14787.0,49450.0,2022
12,12,6452f7164492547a9de13fc6,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MI,MINING ENGINEERING,8348,17005.0,17571.0,20797.0,28214.0,50747.0,95204.0,2022
13,13,6452f7164492547a9de13fc7,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MN,MANUFACTURING ENGINEERING,8904,13185.0,12435.0,17390.0,24509.0,56585.0,,2022
14,14,6452f7164492547a9de13fc8,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",PT,PRINTING AND PACKING TECHNOLOGY,12098,22201.0,12331.0,22874.0,32302.0,81318.0,,2022
15,15,6452f7164492547a9de13fc9,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XC,CIVIL ENGINEERING (TAMIL MEDIUM),19134,30510.0,83967.0,39557.0,33512.0,133182.0,,2022
16,16,6452f7164492547a9de13fca,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),13412,26746.0,18547.0,33503.0,35007.0,82575.0,,2022
17,17,6452f7164492547a9de13fcb,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",AP,APPAREL TECHNOLOGY (SS),35337,65046.0,64864.0,53432.0,54827.0,43476.0,,2022
18,18,6452f7164492547a9de13fcc,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CH,CHEMICAL  ENGINEERING,3451,7014.0,21408.0,12336.0,19612.0,20187.0,48677.0,2022
19,19,6452f7164492547a9de13fcd,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CL,CHEMICAL  ENGINEERING (SS),7626,9079.0,21617.0,14131.0,32692.0,63561.0,,2022
20,20,6452f7164492547a9de13fce,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CR,CERAMIC TECHNOLOGY (SS),30197,46508.0,43472.0,54084.0,60278.0,145950.0,,2022
21,21,6452f7164492547a9de13fcf,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",FS,FOOD TECHNOLOGY (SS),7064,11439.0,8622.0,13417.0,34433.0,36834.0,42587.0,2022
22,22,6452f7164492547a9de13fd0,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IB,INDUSTRIAL BIO TECHNOLOGY,3737,6199.0,12365.0,12588.0,27348.0,39427.0,,2022
23,23,6452f7164492547a9de13fd1,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IS,INDUSTRIAL BIO TECHNOLOGY (SS),5024,7961.0,,15486.0,30711.0,,,2022
24,24,6452f7164492547a9de13fd7,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",LE,LEATHER TECHNOLOGY,34622,47384.0,38652.0,48919.0,61053.0,75812.0,,2022
25,25,6452f7164492547a9de13fd2,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PM,PHARMACEUTICAL TECHNOLOGY (SS),14379,24216.0,26234.0,21449.0,45135.0,32301.0,59329.0,2022
26,26,6452f7164492547a9de13fd3,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PP,PETROLEUM ENGINEERING AND TECHNOLOGY (SS),18082,31401.0,24171.0,32820.0,46885.0,77352.0,,2022
27,27,6452f7164492547a9de13fd4,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",TX,TEXTILE TECHNOLOGY,25625,40645.0,29108.0,50953.0,55458.0,103325.0,92551.0,2022
28,28,6452f7164492547a9de13fd5,3,"School of Architecture and Planning, Anna University,Chennai 600025",BP,B.Plan,6388,12635.0,15821.0,20696.0,35180.0,76252.0,19121.0,2022
29,29,6452f7164492547a9de13fd6,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AE,AERONAUTICAL ENGINEERING,3080,4736.0,5490.0,7868.0,10932.0,30744.0,,2022
30,30,6452f7164492547a9de13fd8,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),1108,1405.0,2142.0,2258.0,9090.0,26200.0,,2022
31,31,6452f7164492547a9de13fd9,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AU,AUTOMOBILE ENGINEERING,6099,11606.0,20594.0,13393.0,30858.0,42114.0,,2022
32,32,6452f7164492547a9de13fda,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CM,COMPUTER SCIENCE AND ENGINEERING (SS),598,730.0,1406.0,1527.0,6547.0,17603.0,,2022
33,33,6452f7164492547a9de13fdc,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CS,COMPUTER SCIENCE AND ENGINEERING,350,615.0,973.0,1007.0,4798.0,14822.0,,2022
34,34,6452f7164492547a9de13fdb,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,757,1001.0,2693.0,1787.0,7227.0,23336.0,23593.0,2022
35,35,6452f7164492547a9de13fdd,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,1708,2331.0,6152.0,5044.0,15909.0,,31497.0,2022
36,36,6452f7164492547a9de13fde,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),1034,1344.0,2082.0,2385.0,9254.0,20232.0,12313.0,2022
37,37,6452f7164492547a9de13fdf,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",IM,INFORMATION TECHNOLOGY (SS),877,1143.0,2027.0,2354.0,11156.0,19371.0,15765.0,2022
38,38,6452f7164492547a9de13fe0,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",PR,PRODUCTION ENGINEERING,9437,14519.0,15208.0,18488.0,31714.0,44052.0,37548.0,2022
39,39,6452f7164492547a9de13fe1,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",RA,ROBOTICS AND AUTOMATION (SS),2103,2746.0,4769.0,4584.0,14413.0,14429.0,,2022
40,40,6452f7164492547a9de13fe2,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",RP,RUBBER AND PLASTIC TECHNOLOGY,18271,33119.0,21767.0,35225.0,54406.0,54649.0,64572.0,2022
41,41,6452f7164492547a9de13fe3,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),49183,105367.0,95668.0,72737.0,95816.0,89103.0,,2022
42,42,6452f7164492547a9de13fe4,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CE,CIVIL  ENGINEERING,101438,102755.0,146038.0,148344.0,142633.0,,,2022
43,43,6452f7164492547a9de13fe5,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),45485,110233.0,100178.0,76908.0,100905.0,126240.0,,2022
44,44,6452f7164492547a9de13fe6,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CH,CHEMICAL  ENGINEERING,103748,136866.0,146506.0,151163.0,152246.0,,116136.0,2022
45,45,6452f7164492547a9de13fe7,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CS,COMPUTER SCIENCE AND ENGINEERING,33272,83563.0,79939.0,70979.0,84630.0,109901.0,,2022
46,46,6452f7164492547a9de13fe8,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CZ,CIVIL AND STRUCTUTURAL ENGINEERING,155597,,,,,,,2022
47,47,6452f7164492547a9de13fe9,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,63393,104644.0,116806.0,82838.0,135784.0,,,2022
48,48,6452f7164492547a9de13fea,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,108763,154713.0,136692.0,142692.0,154238.0,,,2022
49,49,6452f7164492547a9de13feb,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,107622,151714.0,147295.0,151896.0,143632.0,,,2022
50,50,6452f7164492547a9de13fec,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",IT,INFORMATION TECHNOLOGY,50340,90515.0,94634.0,77795.0,97904.0,155043.0,114719.0,2022
51,51,6452f7164492547a9de13fed,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",ME,MECHANICAL ENGINEERING,129833,147754.0,,156001.0,146926.0,,151222.0,2022
52,52,6452f7164492547a9de13fee,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",MM,MECHANICAL ENGINEERING (MANUFACTURING),148471,,,,,,,2022
53,53,6452f7164492547a9de13fef,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",CS,COMPUTER SCIENCE AND ENGINEERING,24821,50053.0,38417.0,35084.0,79383.0,66749.0,,2022
54,54,6452f7164492547a9de13ff0,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,40914,72712.0,58531.0,74098.0,121158.0,92468.0,,2022
55,55,6452f7164492547a9de13ff1,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",IT,INFORMATION TECHNOLOGY,30082,57563.0,65953.0,54258.0,85732.0,87597.0,,2022
56,56,6452f7164492547a9de13ff2,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",ME,MECHANICAL ENGINEERING,118027,142281.0,,133098.0,,,,2022
57,57,6452f7164492547a9de13ff3,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),154542,,,,,,,2022
58,58,6452f7164492547a9de13ff4,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",CE,CIVIL  ENGINEERING,133015,,,,151389.0,,,2022
59,59,6452f7164492547a9de13ffb,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",CS,COMPUTER SCIENCE AND ENGINEERING,38762,63734.0,87704.0,57042.0,72433.0,91327.0,,2022
60,60,6452f7164492547a9de13ff5,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,64649,105077.0,92742.0,105536.0,123182.0,126814.0,119136.0,2022
61,61,6452f7164492547a9de13ff6,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",IT,INFORMATION TECHNOLOGY,39779,67610.0,82387.0,71383.0,94803.0,88978.0,,2022
62,62,6452f7164492547a9de13ff7,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",XC,CIVIL ENGINEERING (TAMIL MEDIUM),151237,,,,,,,2022
63,63,6452f7164492547a9de13ff8,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",CS,COMPUTER SCIENCE AND ENGINEERING,34160,61598.0,67798.0,55419.0,113589.0,125822.0,,2022
64,64,6452f7164492547a9de13ff9,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,65082,96375.0,109565.0,93975.0,142812.0,,,2022
65,65,6452f7164492547a9de13ffa,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,109931,139344.0,,130170.0,142155.0,,,2022
66,66,6452f7164492547a9de13ffc,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",ME,MECHANICAL ENGINEERING,151016,,,,,,,2022
67,67,6452f7164492547a9de13ffd,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",CS,COMPUTER SCIENCE AND ENGINEERING,18502,46190.0,30809.0,33753.0,70424.0,92649.0,,2022
68,68,6452f7164492547a9de13ffe,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,41310,64918.0,108074.0,54196.0,116667.0,,,2022
69,69,6452f7164492547a9de13fff,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,66647,136157.0,127811.0,147930.0,153269.0,,,2022
70,70,6452f7164492547a9de14000,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",ME,MECHANICAL ENGINEERING,111362,131795.0,132828.0,129437.0,141550.0,,,2022
71,71,6452f7164492547a9de14001,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,83668,131010.0,93259.0,,145682.0,,,2022
72,72,6452f7164492547a9de14002,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",CE,CIVIL  ENGINEERING,146873,,,,,,,2022
73,73,6452f7164492547a9de14003,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",CS,COMPUTER SCIENCE AND ENGINEERING,68229,130677.0,82139.0,154044.0,130294.0,93895.0,,2022
74,74,6452f7164492547a9de14004,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,84778,144176.0,86177.0,,149926.0,,,2022
75,75,6452f7164492547a9de14005,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,147032,,,,,,,2022
76,76,6452f7164492547a9de14006,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",IT,INFORMATION TECHNOLOGY,62477,115265.0,82529.0,113338.0,152386.0,,,2022
77,77,6452f7164492547a9de14008,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",ME,MECHANICAL ENGINEERING,148385,,,,,,,2022
78,78,6452f7164492547a9de14007,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",AE,AERONAUTICAL ENGINEERING,137335,,,,,,,2022
79,79,6452f7164492547a9de14009,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",CE,CIVIL  ENGINEERING,154666,,,,,,,2022
80,80,6452f7164492547a9de1400a,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",CS,COMPUTER SCIENCE AND ENGINEERING,80964,118936.0,112847.0,151859.0,138134.0,,,2022
81,81,6452f7164492547a9de1400b,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,147280,,,,149169.0,,,2022
82,82,6452f7164492547a9de1400c,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,150139,,,,,,,2022
83,83,6452f7164492547a9de1400d,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",IT,INFORMATION TECHNOLOGY,96771,151143.0,152889.0,149643.0,148277.0,,,2022
84,84,6452f7164492547a9de1400e,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",TX,TEXTILE TECHNOLOGY,148500,,,,,,,2022
85,85,6452f7164492547a9de1400f,1107,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-Tiruttani NH  Road, Thiruvallur District 631204",FD,FOOD TECHNOLOGY,142474,,,,,,,2022
86,86,6452f7164492547a9de14011,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,66457,97826.0,99988.0,106915.0,147340.0,,,2022
87,87,6452f7164492547a9de14010,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",BT,BIO TECHNOLOGY,87177,142244.0,,90069.0,138151.0,125765.0,,2022
88,88,6452f7164492547a9de14012,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",CS,COMPUTER SCIENCE AND ENGINEERING,54315,81278.0,75602.0,102146.0,144084.0,,,2022
89,89,6452f7164492547a9de14013,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,75050,88819.0,95886.0,128945.0,149109.0,,,2022
90,90,6452f7164492547a9de14015,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,136835,154575.0,,,,,,2022
91,91,6452f7164492547a9de14014,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",IT,INFORMATION TECHNOLOGY,56341,83248.0,88626.0,111738.0,124366.0,,,2022
92,92,6452f7164492547a9de14016,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",ME,MECHANICAL ENGINEERING,139653,,,,,,,2022
93,93,6452f7164492547a9de14017,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",MZ,Mechatronics Engineering,131276,,,,,,,2022
94,94,6452f7164492547a9de14018,1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",AL,Artificial Intelligence and Machine Learning,21928,29913.0,37753.0,34885.0,76461.0,,,2022
95,95,6452f7164492547a9de14019,1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,24053,30665.0,43852.0,44558.0,92036.0,,,2022
96,96,6452f7164492547a9de1401a,1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,COMPUTER SCIENCE AND ENGINEERING,12467,17740.0,33026.0,20901.0,81620.0,79434.0,95222.0,2022
97,97,6452f7164492547a9de1401b,1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,20691,29426.0,46045.0,43331.0,108218.0,,,2022
98,98,6452f7164492547a9de1401c,1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,INFORMATION TECHNOLOGY,15225,19702.0,,25198.0,61442.0,,,2022
99,99,6452f7164492547a9de1401d,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,7605,11206.0,18816.0,18168.0,47421.0,,,2022
100,100,6452f7164492547a9de1401e,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,11621,12423.0,18811.0,18974.0,78343.0,129462.0,,2022
101,101,6452f7164492547a9de14020,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CD,COMPUTER SCIENCE AND DESIGN,14955,19590.0,23877.0,21194.0,80004.0,111803.0,,2022
102,102,6452f7164492547a9de1401f,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CE,CIVIL  ENGINEERING,39731,54463.0,,55939.0,146340.0,,,2022
103,103,6452f7164492547a9de14021,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,COMPUTER SCIENCE AND ENGINEERING,5124,7636.0,16172.0,11959.0,39939.0,73215.0,78086.0,2022
104,104,6452f7164492547a9de14022,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,10345,13606.0,20610.0,18713.0,49686.0,108941.0,114534.0,2022
105,105,6452f7164492547a9de14023,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,19515,23162.0,,36017.0,95376.0,,,2022
106,106,6452f7164492547a9de14024,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,INFORMATION TECHNOLOGY,8704,10752.0,17597.0,16671.0,37560.0,74864.0,,2022
107,107,6452f7164492547a9de14025,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",ME,MECHANICAL ENGINEERING,30194,35294.0,,51371.0,109664.0,,,2022
108,108,6452f7164492547a9de14026,1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,57579,70802.0,76036.0,76421.0,132823.0,,,2022
109,109,6452f7164492547a9de14027,1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),64580,72241.0,70196.0,84129.0,151732.0,,,2022
110,110,6452f7164492547a9de14028,1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,58744,80040.0,83364.0,93396.0,133146.0,,,2022
111,111,6452f7164492547a9de14029,1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",CE,CIVIL  ENGINEERING,148087,,,,,,,2022
112,112,6452f7164492547a9de1402a,1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",CS,COMPUTER SCIENCE AND ENGINEERING,45557,57200.0,63619.0,72223.0,119768.0,130443.0,,2022
113,113,6452f7164492547a9de1402b,1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,63697,77120.0,94693.0,101259.0,150070.0,,,2022
114,114,6452f7164492547a9de1402c,1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,96164,152822.0,124997.0,142429.0,,,,2022
115,115,6452f7164492547a9de1402d,1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",IT,INFORMATION TECHNOLOGY,51391,60583.0,59903.0,73670.0,116603.0,,,2022
116,116,6452f7164492547a9de1402e,1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",ME,MECHANICAL ENGINEERING,135518,148193.0,148070.0,155750.0,,,,2022
117,117,6452f7164492547a9de1402f,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,90567,133609.0,,144414.0,97466.0,,,2022
118,118,6452f7164492547a9de14030,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",CS,COMPUTER SCIENCE AND ENGINEERING,48927,79098.0,,76525.0,148931.0,,,2022
