,_id,coc,con,brc,brn,OC,BC,BCM,MBC,SC,SCA,ST
40,62b0bac5705ac3b5decdda1b,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",AM,Computer Science and Engineering (AI and Machine Learning),47272,100744,87206,93888,101449,,
41,62b0bac5705ac3b5decdda1c,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",BD,Computer Science and Engineering (Big Data Analytics),83121,110793,,90702,110333,,
42,62b0bac5705ac3b5decdda1a,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CE,Civil Engineering,73443,98613,,97990,110023,84554,
43,62b0bac5705ac3b5decdda1e,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CH,Chemical Engineering,53066,95118,,97996,107162,84204,
44,62b0bac5705ac3b5decdda1d,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CS,Computer Science and Engineering,52324,94700,86877,79270,94895,63131,
45,62b0bac5705ac3b5decdda1f,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CZ,Civil and Structural Engineering,91592,,,,,,
46,62b0bac5705ac3b5decdda22,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EC,Electronics and Communication Engineering,55550,105043,103974,84384,100414,,
47,62b0bac5705ac3b5decdda20,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EE,Electrical and Electronics Engineering,85812,107627,98808,108757,110194,,
48,62b0bac5705ac3b5decdda21,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EI,Electronics and Instrumentation Engineering,107426,,,,,,
49,62b0bac5705ac3b5decdda23,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",IT,Information Technology,68882,102011,96733,107663,98109,,
50,62b0bac5705ac3b5decdda26,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",ME,Mechanical Engineering,85806,107876,100520,105434,104735,,
51,62b0bac5705ac3b5decdda24,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",MM,Mechanical (Manufacturing),109520,,,,,,
52,62b0bac3705ac3b5decdd0f5,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",CS,Computer Science and Engineering,32987,42232,82449,53262,69946,71850,
53,62b0bac3705ac3b5decdd0f7,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",EC,Electronics and Communication Engineering,52569,90596,85657,71222,104237,68253,
54,62b0bac3705ac3b5decdd0f8,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",IT,Information Technology,43399,62875,57781,59363,86597,88799,
55,62b0bac3705ac3b5decdd0f9,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",ME,Mechanical Engineering,75256,97081,,105315,109935,101762,
56,62b0bac3705ac3b5decdd0fa,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",XM,Mechanical Engineering (Tamil Medium),68331,,,,,,
57,62b0bac3705ac3b5decdd0fb,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",CE,Civil Engineering,110575,,,,,,
58,62b0bac3705ac3b5decdd0fc,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",CS,Computer Science and Engineering,36645,70344,106500,67238,80543,,
59,62b0bac3705ac3b5decdd0fe,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",EC,Electronics and Communication Engineering,63143,109388,101066,101279,108086,,
60,62b0bac3705ac3b5decdd0fd,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",IT,Information Technology,63519,77043,101275,71372,90093,,
61,62b0bac3705ac3b5decdd0ff,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",XC,Civil Engineering (Tamil Medium),98100,,,,,,
62,62b0bac3705ac3b5decdd101,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",CS,Computer Science and Engineering,49518,69900,,69052,90271,73471,
63,62b0bac3705ac3b5decdd100,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",EC,Electronics and Communication Engineering,66103,92867,,102222,109098,,
64,62b0bac3705ac3b5decdd102,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",EE,Electrical and Electronics Engineering,91157,104461,,104921,100436,,
65,62b0bac3705ac3b5decdd103,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",ME,Mechanical Engineering,103626,,,,,,
66,62b0bac3705ac3b5decdd104,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",XM,Mechanical Engineering (Tamil Medium),33466,,,,,,
67,62b0bac3705ac3b5decdd105,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",CS,Computer Science and Engineering,27136,33624,64942,39312,54744,57426,55691
68,62b0bac3705ac3b5decdd106,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",EC,Electronics and Communication Engineering,32597,54366,69665,55513,97866,,95143
69,62b0bac3705ac3b5decdd107,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",EE,Electrical and Electronics Engineering,53852,87306,84117,81413,106817,,
70,62b0bac3705ac3b5decdd108,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",ME,Mechanical Engineering,69652,99040,81575,108176,110298,,
71,62b0bac3705ac3b5decdd109,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",CE,Civil Engineering,106296,,,,,,
72,62b0bac3705ac3b5decdd10b,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",CS,Computer Science and Engineering,65340,106134,76347,109052,,,
73,62b0bac3705ac3b5decdd10a,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",EC,Electronics and Communication Engineering,75590,,,,,,
74,62b0bac3705ac3b5decdd10c,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",EE,Electrical and Electronics Engineering,86953,,,,,,
75,62b0bac3705ac3b5decdd10d,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",IT,Information Technology,86750,88064,87654,108292,110822,,
76,62b0bac3705ac3b5decdd10e,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",ME,Mechanical Engineering,97808,,,,,,
77,62b0bac3705ac3b5decdd114,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",AE,Aeronautical Engineering,103905,,,,,,
78,62b0bac3705ac3b5decdd10f,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",CE,Civil Engineering,107389,,,,,,
79,62b0bac3705ac3b5decdd110,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",CS,Computer Science and Engineering,97937,108147,105800,,109596,,
80,62b0bac3705ac3b5decdd111,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EC,Electronics and Communication Engineering,106556,,,,,,
81,62b0bac3705ac3b5decdd112,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EE,Electrical and Electronics Engineering,106415,,,,,,
82,62b0bac3705ac3b5decdd113,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EI,Electronics and Instrumentation Engineering,105080,,,,,,
83,62b0bac3705ac3b5decdd115,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",IT,Information Technology,91683,,,,,,
84,62b0bac3705ac3b5decdd117,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",TX,Textile Technology,108765,,,,,,
85,62b0bac3705ac3b5decdd116,1107,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-Tiruttani NH  Road, Thiruvallur District 631204",EC,Electronics and Communication Engineering,70839,,,,,,
86,62b0bac3705ac3b5decdd119,1107,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-Tiruttani NH  Road, Thiruvallur District 631204",FD,Food Technology,75064,,,,,,
87,62b0bac3705ac3b5decdd118,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",AD,Artificial Intelligence and Data Science,69651,102523,,,,,
88,62b0bac3705ac3b5decdd11b,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",BT,Bio Technology,39432,92276,53489,56444,110398,,
89,62b0bac3705ac3b5decdd11a,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",CE,Civil Engineering,66092,,,,,,
90,62b0bac3705ac3b5decdd11c,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",CS,Computer Science and Engineering,47214,79383,77823,101909,105765,,
91,62b0bac3705ac3b5decdd11e,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",EC,Electronics and Communication Engineering,94060,106716,,103346,107071,,
92,62b0bac3705ac3b5decdd123,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",EE,Electrical and Electronics Engineering,100270,,,,,,
93,62b0bac3705ac3b5decdd11d,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",IT,Information Technology,62249,81881,88990,105805,98081,,
94,62b0bac3705ac3b5decdd11f,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",ME,Mechanical Engineering,104637,,,,,,
95,62b0bac3705ac3b5decdd125,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",MZ,Mechatronics Engineering,88379,,,,,,
96,62b0bac3705ac3b5decdd120,1112,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CB,Computer Science and Business System,22061,28888,27718,53207,103727,,
97,62b0bac3705ac3b5decdd121,1112,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,Computer Science and Engineering,14496,18893,30462,33079,64571,93670,
98,62b0bac3705ac3b5decdd122,1112,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,Electronics and Communication Engineering,24555,32721,55404,45265,81092,,
99,62b0bac3705ac3b5decdd124,1112,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EE,Electrical and Electronics Engineering,33634,47403,,49671,99635,,
100,62b0bac3705ac3b5decdd126,1112,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,Information Technology,19051,21342,45764,36802,66136,,
101,62b0bac3705ac3b5decdd127,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",AD,Artificial Intelligence and Data Science,9929,14103,15174,35189,47736,108301,
102,62b0bac3705ac3b5decdd12a,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CB,Computer Science and Business System,16492,20770,40199,38837,74411,,
103,62b0bac3705ac3b5decdd128,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CE,Civil Engineering,46072,100435,,63717,72680,,
104,62b0bac3705ac3b5decdd129,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,Computer Science and Engineering,6974,10138,26507,14868,41570,80223,57605
105,62b0bac3705ac3b5decdd12b,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,Electronics and Communication Engineering,12313,15965,22334,24349,62128,36375,
106,62b0bac3705ac3b5decdd12e,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EE,Electrical and Electronics Engineering,18485,30121,,34607,47866,,
107,62b0bac3705ac3b5decdd12c,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EI,Electronics and Instrumentation Engineering,42428,66218,52703,109674,90750,,
108,62b0bac3705ac3b5decdd12d,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,Information Technology,10735,14934,31323,22560,49041,,84148
109,62b0bac3705ac3b5decdd12f,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",ME,Mechanical Engineering,22723,44193,39984,36417,82826,80589,
110,62b0bac3705ac3b5decdd130,1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",CE,Civil Engineering,102212,,,,,,
111,62b0bac3705ac3b5decdd132,1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",CS,Computer Science and Engineering,49522,65969,80907,89943,109346,,
112,62b0bac3705ac3b5decdd131,1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",EC,Electronics and Communication Engineering,77981,107223,105046,106058,93854,97197,
113,62b0bac3705ac3b5decdd133,1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",EE,Electrical and Electronics Engineering,110544,,,,,,
114,62b0bac3705ac3b5decdd134,1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",IT,Information Technology,49322,69909,61777,92624,75774,,
115,62b0bac3705ac3b5decdd135,1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",ME,Mechanical Engineering,110433,,,,,,
116,62b0bac3705ac3b5decdd136,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",AD,Artificial Intelligence and Data Science,105184,,,,,,
117,62b0bac3705ac3b5decdd137,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",CS,Computer Science and Engineering,84352,108946,,98445,96507,,
118,62b0bac3705ac3b5decdd138,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",EC,Electronics and Communication Engineering,103449,,,,,,
119,62b0bac3705ac3b5decdd139,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",EE,Electrical and Electronics Engineering,107919,,,,,,
120,62b0bac3705ac3b5decdd13a,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",ME,Mechanical Engineering,86404,,,,,,
121,62b0bac3705ac3b5decdd13b,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",CS,Computer Science and Engineering,80626,103362,81828,107947,107897,,
122,62b0bac3705ac3b5decdd13c,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",EC,Electronics and Communication Engineering,107509,,,,,,
123,62b0bac3705ac3b5decdd13d,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",EE,Electrical and Electronics Engineering,110958,,,,,,
124,62b0bac3705ac3b5decdd13f,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",ME,Mechanical Engineering,109206,,,,,,
125,62b0bac3705ac3b5decdd13e,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",AD,Artificial Intelligence and Data Science,33561,52562,35100,69938,109101,103333,
126,62b0bac3705ac3b5decdd140,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",BM,Bio- Medical Engineering,26006,37820,45854,57606,51557,69511,
127,62b0bac3705ac3b5decdd141,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",CB,Computer Science and Business System,54093,69873,64631,98570,109828,,
128,62b0bac3705ac3b5decdd142,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",CS,Computer Science and Engineering,29475,42551,49194,53673,91247,50753,
129,62b0bac3705ac3b5decdd143,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",EC,Electronics and Communication Engineering,46044,67659,66741,95251,96059,96072,
130,62b0bac3705ac3b5decdd144,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",EE,Electrical and Electronics Engineering,59652,89156,84370,72079,78545,,
131,62b0bac3705ac3b5decdd145,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",IT,Information Technology,48054,60244,52805,67764,105257,108568,
132,62b0bac3705ac3b5decdd146,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",ME,Mechanical Engineering,61096,89372,84114,105047,99811,,
133,62b0bac3705ac3b5decdd147,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",RM,Robotics and Automation,62202,79575,68353,107779,107166,,82346
134,62b0bac3705ac3b5decdd148,1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",AD,Artificial Intelligence and Data Science,26685,43221,56479,66339,101190,,58352
135,62b0bac3705ac3b5decdd149,1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",AU,Automobile Engineering,100913,,,,,,
136,62b0bac3705ac3b5decdd14a,1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",CE,Civil Engineering,108438,,,,,,
137,62b0bac3705ac3b5decdd14b,1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",CS,Computer Science and Engineering,20772,30293,36086,48224,83784,61630,
138,62b0bac3705ac3b5decdd14c,1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",EC,Electronics and Communication Engineering,35068,50751,82851,82309,106208,55242,
139,62b0bac3705ac3b5decdd14d,1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",EE,Electrical and Electronics Engineering,50607,68477,85862,107584,88440,,
140,62b0bac3705ac3b5decdd14e,1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",EI,Electronics and Instrumentation Engineering,60394,79026,,,85974,,
141,62b0bac3705ac3b5decdd14f,1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",IT,Information Technology,24522,30799,57106,53939,93569,85858,
