,Unnamed: 0,_id,coc,con,brc,brn,BC,BCM,MBC,OC,SC,SCA,ST,year
0,0,62b0baafccc07e59eb46bde8,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",BY,Bio- Medical Engineering (SS),3449.0,3493.0,3867.0,1273.0,9422.0,29257.0,35187.0,2019
1,1,62b0baafccc07e59eb46bde9,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CE,Civil Engineering,3256.0,4625.0,4633.0,2668.0,6356.0,28880.0,14076.0,2019
2,2,62b0baafccc07e59eb46bdea,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CM,Computer Science and Engineering (SS),642.0,1078.0,1415.0,411.0,6568.0,6946.0,10568.0,2019
3,3,62b0baafccc07e59eb46bdeb,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CS,Computer Science and Engineering,206.0,126.0,499.0,87.0,1934.0,,14448.0,2019
4,4,62b0baafccc07e59eb46bdec,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EC,Electronics and Communication Engineering,325.0,433.0,873.0,188.0,1614.0,8812.0,4568.0,2019
5,5,62b0baafccc07e59eb46bded,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EE,Electrical and Electronics Engineering,1146.0,2018.0,1443.0,476.0,5405.0,10801.0,6607.0,2019
6,6,62b0baafccc07e59eb46bdef,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EM,Electronics and Communication Engg. (SS),1328.0,1615.0,3149.0,846.0,8967.0,27071.0,14797.0,2019
7,7,62b0baafccc07e59eb46bdee,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",GI,Geo-Informatics,5106.0,6326.0,6201.0,3817.0,12551.0,15170.0,19106.0,2019
8,8,62b0baafccc07e59eb46bdf0,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IE,Industrial Engineering,6408.0,7300.0,9683.0,5155.0,19602.0,25540.0,,2019
9,9,62b0baafccc07e59eb46bdf1,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IM,Information Tech. (SS),1764.0,2991.0,3342.0,1052.0,10369.0,26720.0,7558.0,2019
10,10,62b0baafccc07e59eb46bdf2,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MA,Material Science and Engineering (SS),9439.0,7378.0,13971.0,6508.0,16586.0,44133.0,,2019
11,11,62b0baafccc07e59eb46bdf3,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",ME,Mechanical Engineering,1795.0,2667.0,3865.0,1106.0,6213.0,13664.0,10416.0,2019
12,12,62b0baafccc07e59eb46bdf4,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MI,Mining Engineering,6331.0,5392.0,9176.0,4162.0,8937.0,21097.0,,2019
13,13,62b0baafccc07e59eb46bdf5,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MN,Manufacturing Engineering,8369.0,9519.0,10657.0,5852.0,20386.0,35378.0,,2019
14,14,62b0baafccc07e59eb46bdf6,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",PT,Printing and Packaging Technology,9868.0,10396.0,13830.0,8161.0,17585.0,17069.0,,2019
15,15,62b0baafccc07e59eb46bdf7,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XC,Civil Engineering (Tamil Medium),16187.0,13413.0,21314.0,11206.0,32376.0,22280.0,,2019
16,16,62b0baafccc07e59eb46bdf8,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XM,Mechanical Engineering (Tamil Medium),15562.0,20225.0,24309.0,10938.0,41003.0,,,2019
17,17,62b0baafccc07e59eb46bdf9,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",AP,Apparel Technology (SS),17755.0,16763.0,26459.0,12328.0,39955.0,65694.0,,2019
18,18,62b0baafccc07e59eb46bdfa,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CH,Chemical Engineering,3260.0,3719.0,5743.0,2170.0,11088.0,12592.0,44461.0,2019
19,19,62b0baafccc07e59eb46bdfb,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CL,Chemical Engineering (SS),5259.0,7005.0,8971.0,3963.0,20375.0,40247.0,,2019
20,20,62b0baafccc07e59eb46bdfc,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CR,Ceramic Technology (SS),20915.0,26057.0,27630.0,17005.0,35267.0,65628.0,,2019
21,21,62b0baafccc07e59eb46bdfd,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",FS,Food Technology (SS),6076.0,11155.0,12672.0,4506.0,15320.0,39631.0,32957.0,2019
22,22,62b0baafccc07e59eb46bdff,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IB,Industrial Bio-Technology,4092.0,6769.0,8578.0,1715.0,17921.0,31732.0,,2019
23,23,62b0baafccc07e59eb46bdfe,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IS,Industrial Bio-Tech. (SS),5718.0,8454.0,13697.0,2441.0,20003.0,40335.0,,2019
24,24,62b0baafccc07e59eb46be04,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",LE,Leather Technology,20888.0,28533.0,25205.0,16090.0,32136.0,57605.0,52143.0,2019
25,25,62b0baafccc07e59eb46be01,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PM,Pharmaceutical Tech (SS),12678.0,11434.0,17525.0,9224.0,30144.0,36608.0,53859.0,2019
26,26,62b0baafccc07e59eb46be00,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PP,Petroleum Engineering and Technology (SS),13221.0,11734.0,17205.0,9337.0,30877.0,61188.0,,2019
27,27,62b0baafccc07e59eb46be02,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",TX,Textile Technology,19154.0,23180.0,19531.0,13139.0,37402.0,45083.0,39575.0,2019
28,28,62b0baafccc07e59eb46be03,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",AE,Aeronautical Engineering,2448.0,4941.0,5341.0,1312.0,8936.0,18211.0,,2019
29,29,62b0baafccc07e59eb46be05,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",AS,Automobile Engineering (SS),8433.0,10270.0,12125.0,6192.0,23459.0,54611.0,,2019
30,30,62b0baafccc07e59eb46be06,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",AU,Automobile Engineering,5247.0,8925.0,10203.0,3916.0,15542.0,26348.0,30827.0,2019
31,31,62b0baafccc07e59eb46be07,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",CM,Computer Science and Engineering (SS),1299.0,3237.0,2234.0,914.0,9059.0,31354.0,32495.0,2019
32,32,62b0baafccc07e59eb46be08,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",CS,Computer Science and Engineering,857.0,2418.0,1488.0,516.0,5466.0,2027.0,18814.0,2019
33,33,62b0baafccc07e59eb46be09,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",EC,Electronics and Communication Engineering,1313.0,2073.0,2391.0,831.0,6006.0,12968.0,21681.0,2019
34,34,62b0baafccc07e59eb46be0a,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",EI,Electronics and Instrumentation Engineering,3319.0,3976.0,5284.0,2323.0,15208.0,36390.0,,2019
35,35,62b0baafccc07e59eb46be0c,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",EM,Electronics and Communication Engg. (SS),2180.0,4689.0,4872.0,1639.0,13110.0,35522.0,36643.0,2019
36,36,62b0baafccc07e59eb46be0b,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",IM,Information Tech. (SS),2490.0,3913.0,4974.0,1975.0,14961.0,36143.0,33996.0,2019
37,37,62b0baafccc07e59eb46be0d,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",MF,Mechanical Engg. (SS),2682.0,6184.0,5232.0,2188.0,14656.0,48154.0,47150.0,2019
38,38,62b0baafccc07e59eb46be0e,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",PR,Production Engineering,8797.0,9590.0,11409.0,5682.0,23859.0,46911.0,37237.0,2019
39,39,62b0baafccc07e59eb46be0f,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",RP,Rubber and Plastic Tech.,14285.0,16112.0,20023.0,9812.0,35560.0,54105.0,47136.0,2019
40,40,62b0baafccc07e59eb46be10,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",AM,Computer Science and Engineering (AI and Machine Learning),51756.0,29267.0,68623.0,28763.0,82512.0,68787.0,,2019
41,41,62b0baafccc07e59eb46be11,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",BD,Computer Science and Engineering (Big Data Analytics),89543.0,73179.0,101310.0,61909.0,100599.0,,,2019
42,42,62b0baafccc07e59eb46be12,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",CE,Civil Engineering,96444.0,67919.0,98335.0,61949.0,84582.0,,,2019
43,43,62b0baafccc07e59eb46be13,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",CH,Chemical Engineering,62047.0,42409.0,72959.0,26891.0,65958.0,,,2019
44,44,62b0baafccc07e59eb46be16,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",CS,Computer Science and Engineering,73770.0,99783.0,63419.0,40188.0,67009.0,72923.0,,2019
45,45,62b0baafccc07e59eb46be17,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",CZ,Civil and Structural Engineering,,,94025.0,75559.0,99234.0,,,2019
46,46,62b0baafccc07e59eb46be14,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",EC,Electronics and Communication Engineering,57817.0,87230.0,58050.0,20448.0,59323.0,85466.0,90543.0,2019
47,47,62b0baafccc07e59eb46be15,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",EE,Electrical and Electronics Engineering,97184.0,70297.0,94382.0,63808.0,89821.0,87064.0,,2019
48,48,62b0baafccc07e59eb46be19,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",EI,Electronics and Instrumentation Engineering,,,,99427.0,,82410.0,,2019
49,49,62b0baafccc07e59eb46be18,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",IT,Information Technology,98023.0,100307.0,92826.0,53167.0,87615.0,73428.0,,2019
50,50,62b0baafccc07e59eb46be1b,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",ME,Mechanical Engineering,98641.0,87235.0,87426.0,58217.0,75945.0,95676.0,,2019
51,51,62b0baafccc07e59eb46be1a,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",MM,Mechanical Engineering(Manufacturing),,,100631.0,98793.0,101587.0,,,2019
52,52,62b0baafccc07e59eb46be1d,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",CS,Computer Science and Engineering,45041.0,56525.0,57378.0,30184.0,70603.0,96913.0,0.0,2019
53,53,62b0baafccc07e59eb46be1c,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",EC,Electronics and Communication Engineering,70079.0,75517.0,71302.0,38549.0,83043.0,74739.0,,2019
54,54,62b0baafccc07e59eb46be1e,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",IT,Information Technology,71936.0,,55779.0,40267.0,82437.0,,,2019
55,55,62b0baafccc07e59eb46be1f,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",ME,Mechanical Engineering,99916.0,90313.0,76885.0,51335.0,99803.0,82961.0,,2019
56,56,62b0baafccc07e59eb46be22,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",XM,Mechanical Engineering (Tamil Medium),,,,79490.0,,,,2019
57,57,62b0baafccc07e59eb46be20,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",CE,Civil Engineering,,,,94414.0,,,,2019
58,58,62b0baafccc07e59eb46be21,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",CS,Computer Science and Engineering,65428.0,75613.0,60689.0,47660.0,79911.0,,,2019
59,59,62b0baafccc07e59eb46be23,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",EC,Electronics and Communication Engineering,88466.0,82368.0,93806.0,62823.0,86626.0,56081.0,,2019
60,60,62b0baafccc07e59eb46be24,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",IT,Information Technology,94225.0,87314.0,68752.0,62512.0,92121.0,,,2019
61,61,62b0baafccc07e59eb46be25,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",XC,Civil Engineering (Tamil Medium),,,,96052.0,,,,2019
62,62,62b0baafccc07e59eb46be26,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",CS,Computer Science and Engineering,57342.0,52733.0,62895.0,34823.0,85568.0,,82730.0,2019
63,63,62b0baafccc07e59eb46be27,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",EC,Electronics and Communication Engineering,81861.0,,87961.0,51201.0,73827.0,72933.0,,2019
64,64,62b0baafccc07e59eb46be28,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",EE,Electrical and Electronics Engineering,78135.0,75142.0,99570.0,73709.0,97080.0,,,2019
65,65,62b0baafccc07e59eb46be29,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",ME,Mechanical Engineering,87273.0,,98386.0,78433.0,82279.0,87578.0,,2019
66,66,62b0baafccc07e59eb46be2a,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",CS,Computer Science and Engineering,30128.0,31082.0,28908.0,16907.0,43082.0,82863.0,78530.0,2019
67,67,62b0baafccc07e59eb46be2b,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",EC,Electronics and Communication Engineering,36756.0,80172.0,42231.0,25089.0,50239.0,54042.0,,2019
68,68,62b0baafccc07e59eb46be2d,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",EE,Electrical and Electronics Engineering,62857.0,57505.0,69330.0,39667.0,71210.0,,,2019
69,69,62b0baafccc07e59eb46be2c,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",ME,Mechanical Engineering,54339.0,82880.0,61786.0,34670.0,80448.0,88673.0,79360.0,2019
70,70,62b0baafccc07e59eb46be2e,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",CE,Civil Engineering,,88975.0,95921.0,83419.0,,,,2019
71,71,62b0baafccc07e59eb46be2f,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",CS,Computer Science and Engineering,84474.0,55210.0,86026.0,54134.0,65207.0,,,2019
72,72,62b0baafccc07e59eb46be30,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",EC,Electronics and Communication Engineering,84495.0,66701.0,,65951.0,99017.0,,,2019
73,73,62b0baafccc07e59eb46be33,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",EE,Electrical and Electronics Engineering,,,,96719.0,,,,2019
74,74,62b0baafccc07e59eb46be31,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",IT,Information Technology,94814.0,55795.0,,60300.0,89331.0,,,2019
75,75,62b0baafccc07e59eb46be32,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",ME,Mechanical Engineering,,96061.0,,95187.0,,,,2019
76,76,62b0baafccc07e59eb46be34,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",AE,Aeronautical Engineering,,,,87277.0,,,,2019
77,77,62b0baafccc07e59eb46be35,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",CS,Computer Science and Engineering,101321.0,,,100247.0,101538.0,80952.0,,2019
78,78,62b0baafccc07e59eb46be36,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EC,Electronics and Communication Engineering,,,,65887.0,,,,2019
79,79,62b0baafccc07e59eb46be38,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EE,Electrical and Electronics Engineering,,,,98101.0,,,,2019
80,80,62b0baafccc07e59eb46be37,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EI,Electronics and Instrumentation Engineering,,,,95792.0,,,,2019
81,81,62b0baafccc07e59eb46be39,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",IT,Information Technology,,,,101548.0,,,,2019
82,82,62b0baafccc07e59eb46be3c,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",ME,Mechanical Engineering,,,,101003.0,,,,2019
83,83,62b0baafccc07e59eb46be3a,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",TX,Textile Technology,,,,92751.0,,,,2019
84,84,62b0baafccc07e59eb46be3b,1107,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-Tiruttani NH  Road, Thiruvallur District 631204",EC,Electronics and Communication Engineering,,,,97119.0,,,,2019
85,85,62b0baafccc07e59eb46be3d,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",BT,Bio Technology,101351.0,,,55937.0,93444.0,,,2019
86,86,62b0baafccc07e59eb46be42,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",CE,Civil Engineering,,,,27625.0,,,,2019
87,87,62b0baafccc07e59eb46be3e,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",CS,Computer Science and Engineering,78910.0,,86531.0,54252.0,92553.0,,,2019
88,88,62b0baafccc07e59eb46be3f,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",EC,Electronics and Communication Engineering,90205.0,,,80034.0,84745.0,,,2019
89,89,62b0baafccc07e59eb46be40,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",EE,Electrical and Electronics Engineering,99141.0,,82825.0,71768.0,77471.0,,,2019
90,90,62b0baafccc07e59eb46be41,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",IT,Information Technology,85508.0,69533.0,83694.0,63109.0,,,,2019
91,91,62b0baafccc07e59eb46be43,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",ME,Mechanical Engineering,,,,98270.0,,,,2019
92,92,62b0baafccc07e59eb46be44,1112,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,Computer Science and Engineering,16259.0,23509.0,25787.0,12259.0,79113.0,,,2019
93,93,62b0baafccc07e59eb46be45,1112,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,Electronics and Communication Engineering,25039.0,37660.0,40825.0,16696.0,78890.0,,,2019
94,94,62b0baafccc07e59eb46be46,1112,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EE,Electrical and Electronics Engineering,55905.0,77092.0,83544.0,39775.0,67801.0,,70425.0,2019
95,95,62b0baafccc07e59eb46be47,1112,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EI,Electronics and Instrumentation Engineering,93144.0,,70710.0,64021.0,,,,2019
96,96,62b0baafccc07e59eb46be48,1112,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,Information Technology,21029.0,24813.0,36126.0,17096.0,70945.0,,,2019
97,97,62b0baafccc07e59eb46be4a,1113,"R M K Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CE,Civil Engineering,58582.0,65014.0,83798.0,35327.0,69137.0,,,2019
98,98,62b0baafccc07e59eb46be49,1113,"R M K Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,Computer Science and Engineering,8946.0,15609.0,16557.0,6261.0,47334.0,50116.0,73833.0,2019
99,99,62b0baafccc07e59eb46be4b,1113,"R M K Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,Electronics and Communication Engineering,13504.0,24615.0,23004.0,9246.0,54889.0,,64163.0,2019
100,100,62b0baafccc07e59eb46be4c,1113,"R M K Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EE,Electrical and Electronics Engineering,33616.0,39598.0,50661.0,23712.0,94875.0,,,2019
101,101,62b0baafccc07e59eb46be4d,1113,"R M K Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EI,Electronics and Instrumentation Engineering,52540.0,56930.0,75384.0,33716.0,92029.0,,,2019
102,102,62b0baafccc07e59eb46be4e,1113,"R M K Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,Information Technology,12257.0,16295.0,22797.0,9809.0,58846.0,,,2019
103,103,62b0baafccc07e59eb46be4f,1113,"R M K Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",ME,Mechanical Engineering,27891.0,47347.0,36364.0,18171.0,71393.0,,,2019
104,104,62b0baafccc07e59eb46be50,1114,"S A Engineering College, Thiruverkadu, Chennai 600077",CE,Civil Engineering,,,,101109.0,,,,2019
105,105,62b0baafccc07e59eb46be51,1114,"S A Engineering College, Thiruverkadu, Chennai 600077",CS,Computer Science and Engineering,63942.0,65550.0,70718.0,48243.0,100509.0,,,2019
106,106,62b0baafccc07e59eb46be52,1114,"S A Engineering College, Thiruverkadu, Chennai 600077",EC,Electronics and Communication Engineering,95525.0,,,84441.0,,,,2019
107,107,62b0baafccc07e59eb46be53,1114,"S A Engineering College, Thiruverkadu, Chennai 600077",EE,Electrical and Electronics Engineering,,,,97434.0,,,,2019
108,108,62b0baafccc07e59eb46be54,1114,"S A Engineering College, Thiruverkadu, Chennai 600077",IT,Information Technology,60277.0,54422.0,78283.0,48405.0,92753.0,,,2019
109,109,62b0baafccc07e59eb46be56,1114,"S A Engineering College, Thiruverkadu, Chennai 600077",ME,Mechanical Engineering,,,,97779.0,,,,2019
110,110,62b0baafccc07e59eb46be55,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",AU,Automobile Engineering,,,,57316.0,,,,2019
111,111,62b0baafccc07e59eb46be57,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",CH,Chemical Engineering,,,,75730.0,,,,2019
112,112,62b0baafccc07e59eb46be5c,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",CS,Computer Science and Engineering,99677.0,,,88276.0,,,,2019
113,113,62b0baafccc07e59eb46be58,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",EC,Electronics and Communication Engineering,,,,100935.0,,,,2019
114,114,62b0baafccc07e59eb46be5f,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",EE,Electrical and Electronics Engineering,,,,81638.0,,,,2019
115,115,62b0baafccc07e59eb46be59,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",ME,Mechanical Engineering,,,,100998.0,,,,2019
116,116,62b0baafccc07e59eb46be5a,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",CE,Civil Engineering,,,,99306.0,,,,2019
117,117,62b0baafccc07e59eb46be5b,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",CS,Computer Science and Engineering,92302.0,,101647.0,63111.0,100742.0,,,2019
118,118,62b0baafccc07e59eb46be5e,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",EC,Electronics and Communication Engineering,,,,101303.0,,,,2019
119,119,62b0baafccc07e59eb46be5d,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",EE,Electrical and Electronics Engineering,,,,100009.0,,,,2019
120,120,62b0baafccc07e59eb46be60,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",ME,Mechanical Engineering,,,,101387.0,,,,2019
121,121,62b0baafccc07e59eb46be61,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",BM,Bio- Medical Engineering,28931.0,31544.0,31992.0,11013.0,47221.0,,,2019
122,122,62b0baafccc07e59eb46be62,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",CE,Civil Engineering,101342.0,,77063.0,63685.0,100584.0,,,2019
123,123,62b0baafccc07e59eb46be63,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",CS,Computer Science and Engineering,34735.0,46189.0,49284.0,28930.0,61380.0,77645.0,,2019
124,124,62b0baafccc07e59eb46be64,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",EC,Electronics and Communication Engineering,39976.0,62074.0,62172.0,19012.0,70552.0,,,2019
125,125,62b0baafccc07e59eb46be65,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",EE,Electrical and Electronics Engineering,61764.0,76897.0,100331.0,27368.0,96401.0,99196.0,79610.0,2019
