,Unnamed: 0,_id,coc,con,brc,brn,OC,BC,BCM,MBCV,MBCDNC,MBC,SC,SCA,ST,year
529,529,62b0bb354825d977e44bff70,1408,"I F E T College of Engineering  (Autonomous), Gangarampalayam, Villupuram District 605108",CS,COMPUTER SCIENCE AND ENGINEERING,59071,93898.0,88988.0,83968.0,130323.0,93311.0,133975.0,,,2021
530,530,62b0bb354825d977e44bff72,1408,"I F E T College of Engineering  (Autonomous), Gangarampalayam, Villupuram District 605108",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,88428,134295.0,120252.0,98652.0,95476.0,131526.0,123341.0,,,2021
531,531,62b0bb354825d977e44bff73,1408,"I F E T College of Engineering  (Autonomous), Gangarampalayam, Villupuram District 605108",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,99175,132518.0,,110192.0,,,,,,2021
532,532,62b0bb354825d977e44bff74,1408,"I F E T College of Engineering  (Autonomous), Gangarampalayam, Villupuram District 605108",IT,INFORMATION TECHNOLOGY,61814,92307.0,90521.0,78906.0,,102742.0,134038.0,,,2021
533,533,62b0bb354825d977e44bff75,1408,"I F E T College of Engineering  (Autonomous), Gangarampalayam, Villupuram District 605108",ME,MECHANICAL ENGINEERING,128406,134330.0,131846.0,134892.0,,135755.0,136541.0,,,2021
534,534,62b0bb354825d977e44bff7a,1409,"Karpagavinayaga College of Engineering and Technology, Palayanoor Post, Maduranthagam Taluk, Chengalpattu District 603308",AD,Artificial Intelligence and Data Science,63204,89504.0,68762.0,70615.0,98079.0,125389.0,115718.0,,,2021
535,535,62b0bb354825d977e44bff7b,1409,"Karpagavinayaga College of Engineering and Technology, Palayanoor Post, Maduranthagam Taluk, Chengalpattu District 603308",AU,AUTOMOBILE ENGINEERING,130956,,,,,,,,,2021
536,536,62b0bb354825d977e44bff76,1409,"Karpagavinayaga College of Engineering and Technology, Palayanoor Post, Maduranthagam Taluk, Chengalpattu District 603308",BM,BIO MEDICAL ENGINEERING,76315,132783.0,,123596.0,,81982.0,101397.0,,,2021
537,537,62b0bb354825d977e44bff7d,1409,"Karpagavinayaga College of Engineering and Technology, Palayanoor Post, Maduranthagam Taluk, Chengalpattu District 603308",BT,BIO TECHNOLOGY,41703,132290.0,70806.0,64756.0,87091.0,,63614.0,,,2021
538,538,62b0bb354825d977e44bff7c,1409,"Karpagavinayaga College of Engineering and Technology, Palayanoor Post, Maduranthagam Taluk, Chengalpattu District 603308",CE,CIVIL  ENGINEERING,133364,,,,,,,,,2021
539,539,62b0bb354825d977e44bff80,1409,"Karpagavinayaga College of Engineering and Technology, Palayanoor Post, Maduranthagam Taluk, Chengalpattu District 603308",CS,COMPUTER SCIENCE AND ENGINEERING,59579,80245.0,78144.0,83473.0,93553.0,52137.0,126414.0,,,2021
540,540,62b0bb354825d977e44bff7e,1409,"Karpagavinayaga College of Engineering and Technology, Palayanoor Post, Maduranthagam Taluk, Chengalpattu District 603308",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,89679,128373.0,,93639.0,,110759.0,127695.0,,,2021
541,541,62b0bb354825d977e44bff79,1409,"Karpagavinayaga College of Engineering and Technology, Palayanoor Post, Maduranthagam Taluk, Chengalpattu District 603308",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,108878,,,131968.0,116698.0,,123578.0,,,2021
542,542,62b0bb354825d977e44bff77,1409,"Karpagavinayaga College of Engineering and Technology, Palayanoor Post, Maduranthagam Taluk, Chengalpattu District 603308",ME,MECHANICAL ENGINEERING,127263,,,,,,,,,2021
543,543,62b0bb354825d977e44bff78,1409,"Karpagavinayaga College of Engineering and Technology, Palayanoor Post, Maduranthagam Taluk, Chengalpattu District 603308",RM,ROBOTICS AND AUTOMATION,129143,,,,,,,,,2021
544,544,62b0bb354825d977e44bff81,1411,"Madha Engineering College, Kundrathur, Chennai 600069",AE,AERONAUTICAL ENGINEERING,115457,,,,130762.0,,134909.0,,,2021
545,545,62b0bb354825d977e44bff7f,1411,"Madha Engineering College, Kundrathur, Chennai 600069",BT,BIO TECHNOLOGY,119613,134972.0,124966.0,,,,136208.0,,,2021
546,546,62b0bb354825d977e44bff82,1411,"Madha Engineering College, Kundrathur, Chennai 600069",CE,CIVIL  ENGINEERING,133943,,,,,,,,,2021
547,547,62b0bb354825d977e44bff83,1411,"Madha Engineering College, Kundrathur, Chennai 600069",CS,COMPUTER SCIENCE AND ENGINEERING,80772,134223.0,,135704.0,124270.0,82685.0,135850.0,119358.0,,2021
548,548,62b0bb354825d977e44bff85,1411,"Madha Engineering College, Kundrathur, Chennai 600069",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,129078,,,,,,,,,2021
549,549,62b0bb354825d977e44bff84,1411,"Madha Engineering College, Kundrathur, Chennai 600069",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,132175,,,,,,,,,2021
550,550,62b0bb354825d977e44bff86,1411,"Madha Engineering College, Kundrathur, Chennai 600069",IT,INFORMATION TECHNOLOGY,99826,131992.0,,110915.0,,113648.0,134271.0,,,2021
551,551,62b0bb354825d977e44bff88,1412,"Mailam Engineering College, Mailam, Villupuram District 604304",CE,CIVIL  ENGINEERING,136676,,,,,,,,,2021
552,552,62b0bb354825d977e44bff87,1412,"Mailam Engineering College, Mailam, Villupuram District 604304",CS,COMPUTER SCIENCE AND ENGINEERING,68341,124529.0,120047.0,85369.0,122425.0,132740.0,129262.0,126764.0,,2021
553,553,62b0bb354825d977e44bff89,1412,"Mailam Engineering College, Mailam, Villupuram District 604304",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,110480,127486.0,133603.0,122622.0,,,127603.0,,,2021
554,554,62b0bb354825d977e44bff8a,1412,"Mailam Engineering College, Mailam, Villupuram District 604304",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,104858,,,121269.0,,133402.0,130422.0,,,2021
555,555,62b0bb354825d977e44bff8b,1412,"Mailam Engineering College, Mailam, Villupuram District 604304",IT,INFORMATION TECHNOLOGY,80968,135766.0,129755.0,90763.0,121638.0,,131406.0,,,2021
556,556,62b0bb354825d977e44bff8c,1412,"Mailam Engineering College, Mailam, Villupuram District 604304",ME,MECHANICAL ENGINEERING,129022,,,134260.0,,,136392.0,,,2021
557,557,62b0bb354825d977e44bff8d,1413,"Sri Venkateswaraa College of Technology, Sirukulathur, Vadakkal Village, Pondur Post, Sriperumbudur Taluk, Kancheepuram District 602105",AD,Artificial Intelligence and Data Science,45214,54753.0,72856.0,66526.0,61200.0,64378.0,116295.0,,,2021
558,558,62b0bb354825d977e44bff8f,1413,"Sri Venkateswaraa College of Technology, Sirukulathur, Vadakkal Village, Pondur Post, Sriperumbudur Taluk, Kancheepuram District 602105",CS,COMPUTER SCIENCE AND ENGINEERING,35765,43355.0,91321.0,51076.0,81254.0,39968.0,102377.0,,,2021
559,559,62b0bb354825d977e44bff90,1413,"Sri Venkateswaraa College of Technology, Sirukulathur, Vadakkal Village, Pondur Post, Sriperumbudur Taluk, Kancheepuram District 602105",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,51733,62875.0,131891.0,60118.0,83726.0,62445.0,133207.0,,,2021
560,560,62b0bb354825d977e44bff8e,1413,"Sri Venkateswaraa College of Technology, Sirukulathur, Vadakkal Village, Pondur Post, Sriperumbudur Taluk, Kancheepuram District 602105",ME,MECHANICAL ENGINEERING,64962,75856.0,118459.0,68482.0,63074.0,67666.0,108430.0,,,2021
561,561,62b0bb354825d977e44bff91,1414,"Prince Shri Venkateshwara  Padmavathy Enginering College, Ponmar, Chennai 600048",CE,CIVIL  ENGINEERING,89369,120917.0,116202.0,122456.0,132258.0,,98395.0,,,2021
562,562,62b0bb354825d977e44bff92,1414,"Prince Shri Venkateshwara  Padmavathy Enginering College, Ponmar, Chennai 600048",CS,COMPUTER SCIENCE AND ENGINEERING,39745,45706.0,50193.0,57467.0,70587.0,58487.0,86083.0,,,2021
563,563,62b0bb354825d977e44bff93,1414,"Prince Shri Venkateshwara  Padmavathy Enginering College, Ponmar, Chennai 600048",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,69706,98125.0,130329.0,94669.0,121500.0,91909.0,127992.0,,,2021
564,564,62b0bb354825d977e44bff94,1414,"Prince Shri Venkateshwara  Padmavathy Enginering College, Ponmar, Chennai 600048",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,79695,113662.0,,101623.0,,,134195.0,,,2021
565,565,62b0bb354825d977e44bff95,1414,"Prince Shri Venkateshwara  Padmavathy Enginering College, Ponmar, Chennai 600048",IT,INFORMATION TECHNOLOGY,46569,59300.0,116854.0,65000.0,113859.0,57948.0,97254.0,,,2021
566,566,62b0bb354825d977e44bff99,1414,"Prince Shri Venkateshwara  Padmavathy Enginering College, Ponmar, Chennai 600048",ME,MECHANICAL ENGINEERING,85321,126711.0,124595.0,124147.0,,,129287.0,,,2021
567,567,62b0bb354825d977e44bff97,1416,"Jaya Sakthi Engineering College, Thirunindravur, Chennai 602024",BM,BIO MEDICAL ENGINEERING,136353,,,,,,,,,2021
568,568,62b0bb354825d977e44bff98,1416,"Jaya Sakthi Engineering College, Thirunindravur, Chennai 602024",CS,COMPUTER SCIENCE AND ENGINEERING,95481,134445.0,,119573.0,96069.0,112185.0,132777.0,,112306.0,2021
569,569,62b0bb354825d977e44bff96,1419,"Sri Sairam Enginering College (Autonomous), West Tambaram, Chennai 600044",AD,Artificial Intelligence and Data Science,11885,14961.0,25238.0,22663.0,33983.0,14651.0,61524.0,,122325.0,2021
570,570,62b0bb354825d977e44bff9a,1419,"Sri Sairam Enginering College (Autonomous), West Tambaram, Chennai 600044",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,13320,16025.0,18681.0,22391.0,27721.0,15330.0,72605.0,,,2021
571,571,62b0bb354825d977e44bff9b,1419,"Sri Sairam Enginering College (Autonomous), West Tambaram, Chennai 600044",CE,CIVIL  ENGINEERING,47058,73300.0,82965.0,80049.0,89476.0,71306.0,109786.0,,,2021
572,572,62b0bb354825d977e44bff9c,1419,"Sri Sairam Enginering College (Autonomous), West Tambaram, Chennai 600044",CJ,M.Tech. Computer Science and Engineering (Integrated 5 years),21248,26139.0,35529.0,32747.0,49049.0,25834.0,66819.0,64289.0,,2021
573,573,62b0bb354825d977e44bff9d,1419,"Sri Sairam Enginering College (Autonomous), West Tambaram, Chennai 600044",CS,COMPUTER SCIENCE AND ENGINEERING,6135,9220.0,13141.0,12347.0,21600.0,6986.0,41212.0,113566.0,,2021
574,574,62b0bb354825d977e44bff9e,1419,"Sri Sairam Enginering College (Autonomous), West Tambaram, Chennai 600044",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,12993,18586.0,29229.0,24049.0,38071.0,29141.0,72733.0,,,2021
575,575,62b0bb354825d977e44bff9f,1419,"Sri Sairam Enginering College (Autonomous), West Tambaram, Chennai 600044",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,22461,29217.0,46897.0,44383.0,51222.0,33293.0,91907.0,,131733.0,2021
576,576,62b0bb354825d977e44bffa2,1419,"Sri Sairam Enginering College (Autonomous), West Tambaram, Chennai 600044",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,30288,42030.0,56908.0,46767.0,71853.0,46411.0,103999.0,,,2021
577,577,62b0bb354825d977e44bffa0,1419,"Sri Sairam Enginering College (Autonomous), West Tambaram, Chennai 600044",IC,INSTRUMENTATION AND CONTROL ENGINEERING,24815,37571.0,,47009.0,38397.0,,83195.0,,,2021
578,578,62b0bb354825d977e44bffa1,1419,"Sri Sairam Enginering College (Autonomous), West Tambaram, Chennai 600044",IT,INFORMATION TECHNOLOGY,10274,12517.0,21859.0,18212.0,22957.0,13541.0,54221.0,115723.0,,2021
579,579,62b0bb354825d977e44bffa3,1419,"Sri Sairam Enginering College (Autonomous), West Tambaram, Chennai 600044",ME,MECHANICAL ENGINEERING,41718,54335.0,68869.0,66276.0,65973.0,54255.0,119170.0,,,2021
580,580,62b0bb354825d977e44bffa5,1419,"Sri Sairam Enginering College (Autonomous), West Tambaram, Chennai 600044",MU,MECHANICAL AND AUTOMATION ENGINEERING,44480,58855.0,57996.0,76636.0,75441.0,56386.0,136875.0,,,2021
581,581,62b0bb354825d977e44bffac,1420,"Tagore Engineering College, Rathnamangalam, Vandalur Post, Chennai 600048",AE,AERONAUTICAL ENGINEERING,90413,130913.0,,105727.0,,,110694.0,112983.0,,2021
582,582,62b0bb354825d977e44bffad,1420,"Tagore Engineering College, Rathnamangalam, Vandalur Post, Chennai 600048",CS,COMPUTER SCIENCE AND ENGINEERING,51482,59418.0,,65249.0,103474.0,67656.0,94053.0,,,2021
583,583,62b0bb354825d977e44bffa4,1420,"Tagore Engineering College, Rathnamangalam, Vandalur Post, Chennai 600048",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,69887,83609.0,112728.0,88513.0,71610.0,89298.0,104390.0,,,2021
584,584,62b0bb354825d977e44bffa8,1420,"Tagore Engineering College, Rathnamangalam, Vandalur Post, Chennai 600048",IT,INFORMATION TECHNOLOGY,59583,73346.0,55338.0,65984.0,103214.0,70656.0,93880.0,,,2021
585,585,62b0bb354825d977e44bffa6,1420,"Tagore Engineering College, Rathnamangalam, Vandalur Post, Chennai 600048",ME,MECHANICAL ENGINEERING,103026,126881.0,120443.0,132907.0,,,128376.0,,,2021
586,586,62b0bb354825d977e44bffa9,1421,"V R S College of Engineering and Technology, Arasur, Villupuram District 607107",CE,CIVIL  ENGINEERING,134764,,,,,,,,,2021
587,587,62b0bb354825d977e44bffab,1421,"V R S College of Engineering and Technology, Arasur, Villupuram District 607107",CS,COMPUTER SCIENCE AND ENGINEERING,85577,129182.0,113305.0,100695.0,,125764.0,111241.0,122083.0,,2021
588,588,62b0bb354825d977e44bffaa,1421,"V R S College of Engineering and Technology, Arasur, Villupuram District 607107",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,110273,134248.0,119350.0,122045.0,,125228.0,124087.0,,,2021
589,589,62b0bb354825d977e44bffa7,1421,"V R S College of Engineering and Technology, Arasur, Villupuram District 607107",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,129185,,,132389.0,,,136371.0,,,2021
590,590,62b0bb354825d977e44bffaf,1421,"V R S College of Engineering and Technology, Arasur, Villupuram District 607107",ME,MECHANICAL ENGINEERING,130344,131086.0,133993.0,136575.0,,,134939.0,,,2021
591,591,62b0bb354825d977e44bffae,1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",AD,Artificial Intelligence and Data Science,12752,17265.0,27068.0,19529.0,34761.0,21469.0,43740.0,37231.0,,2021
592,592,62b0bb354825d977e44bffb0,1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",AG,AGRICULTURE ENGINEERING,59500,83917.0,134724.0,81001.0,72381.0,48618.0,107153.0,,,2021
593,593,62b0bb354825d977e44bffb1,1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",CE,CIVIL  ENGINEERING,64467,85090.0,109721.0,97546.0,84737.0,67572.0,114964.0,129838.0,,2021
594,594,62b0bb354825d977e44bffb2,1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",CS,COMPUTER SCIENCE AND ENGINEERING,15552,18968.0,28109.0,26083.0,25744.0,17796.0,56918.0,77259.0,127782.0,2021
595,595,62b0bb354825d977e44bffb4,1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",CY,Cyber Security,23435,27339.0,36218.0,38197.0,28574.0,26755.0,56284.0,58127.0,,2021
596,596,62b0bb354825d977e44bffb3,1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,28027,36183.0,45905.0,43966.0,54630.0,36016.0,86010.0,132806.0,,2021
597,597,62b0bb354825d977e44bffb5,1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,42378,53396.0,57192.0,50704.0,66745.0,45400.0,128172.0,,100130.0,2021
598,598,62b0bb354825d977e44bffb6,1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,48456,53710.0,65326.0,56151.0,66328.0,57803.0,118351.0,,,2021
599,599,62b0bb354825d977e44bffb8,1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",IT,INFORMATION TECHNOLOGY,19335,22731.0,32528.0,29051.0,29809.0,22741.0,59864.0,133569.0,,2021
600,600,62b0bb354825d977e44bffb7,1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",MD,MEDICAL ELECTRONICS ENGINEERING,57227,73752.0,90280.0,67817.0,83873.0,63205.0,113829.0,,,2021
601,601,62b0bb354825d977e44bffb9,1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",ME,MECHANICAL ENGINEERING,49408,73411.0,87683.0,67776.0,88946.0,75552.0,125233.0,130908.0,,2021
602,602,62b0bb354825d977e44bffbb,1423,"Asan Memorial College of Engineering and Technology,Chengalpattu-603 001.",CS,COMPUTER SCIENCE AND ENGINEERING,124682,,,,,,,,,2021
603,603,62b0bb354825d977e44bffba,1424,"Dhaanish Ahmed College of Engineering, Padappai, Chennai 601301",AD,Artificial Intelligence and Data Science,40062,117750.0,52228.0,109349.0,61028.0,,86545.0,,,2021
604,604,62b0bb354825d977e44bffbc,1424,"Dhaanish Ahmed College of Engineering, Padappai, Chennai 601301",CS,COMPUTER SCIENCE AND ENGINEERING,68871,124969.0,76179.0,115894.0,132463.0,126410.0,123836.0,,,2021
605,605,62b0bb354825d977e44bffbd,1424,"Dhaanish Ahmed College of Engineering, Padappai, Chennai 601301",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,86886,117552.0,88173.0,110440.0,120704.0,,94222.0,,,2021
606,606,62b0bb354825d977e44bffbe,1424,"Dhaanish Ahmed College of Engineering, Padappai, Chennai 601301",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,118790,132063.0,,132000.0,,,,,,2021
607,607,62b0bb354825d977e44bffbf,1424,"Dhaanish Ahmed College of Engineering, Padappai, Chennai 601301",ME,MECHANICAL ENGINEERING,129317,131536.0,129378.0,133112.0,,,,,,2021
608,608,62b0bb354825d977e44bffc0,1424,"Dhaanish Ahmed College of Engineering, Padappai, Chennai 601301",PE,PETROLEUM ENGINEERING,110276,135124.0,119101.0,126444.0,,,,,,2021
609,609,62b0bb354825d977e44bffc1,1424,"Dhaanish Ahmed College of Engineering, Padappai, Chennai 601301",RM,ROBOTICS AND AUTOMATION,117662,133743.0,122193.0,134987.0,,131861.0,,,,2021
610,610,62b0bb354825d977e44bffc2,1426,"Sri Ramanujar Engineering College, Vandalur, Kolappakkam, Chennai 600048",CS,COMPUTER SCIENCE AND ENGINEERING,122148,130505.0,134437.0,128998.0,,,,,,2021
611,611,62b0bb354825d977e44bffc3,1426,"Sri Ramanujar Engineering College, Vandalur, Kolappakkam, Chennai 600048",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,134296,,,,,,,,,2021
612,612,62b0bb354825d977e44bffc4,1426,"Sri Ramanujar Engineering College, Vandalur, Kolappakkam, Chennai 600048",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,71278,,,,,,,,,2021
613,613,62b0bb354825d977e44bffc5,1426,"Sri Ramanujar Engineering College, Vandalur, Kolappakkam, Chennai 600048",IT,INFORMATION TECHNOLOGY,119400,131621.0,,127135.0,,,120654.0,,,2021
614,614,62b0bb354825d977e44bffc7,1427,"Sri Krishna Engineering College, Panappakkam, Padappai, Chennai 601301",CS,COMPUTER SCIENCE AND ENGINEERING,82636,123117.0,102293.0,133865.0,119829.0,,,,,2021
615,615,62b0bb354825d977e44bffc6,1427,"Sri Krishna Engineering College, Panappakkam, Padappai, Chennai 601301",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,125755,,,,,,,,,2021
616,616,62b0bb354825d977e44bffc8,1427,"Sri Krishna Engineering College, Panappakkam, Padappai, Chennai 601301",IT,INFORMATION TECHNOLOGY,136139,,,,,,,,,2021
617,617,62b0bb354825d977e44bffc9,1430,"Maha Bharathi Engineering College, A Vasudevanur, Chinnasalem, Kallakurichi  District 606201",CE,CIVIL  ENGINEERING,133389,,,,,,,,,2021
618,618,62b0bb354825d977e44bffca,1430,"Maha Bharathi Engineering College, A Vasudevanur, Chinnasalem, Kallakurichi  District 606201",CS,COMPUTER SCIENCE AND ENGINEERING,114052,136625.0,,132438.0,,,127567.0,,,2021
619,619,62b0bb354825d977e44bffcb,1430,"Maha Bharathi Engineering College, A Vasudevanur, Chinnasalem, Kallakurichi  District 606201",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,114259,135008.0,,119612.0,114772.0,134101.0,134565.0,,,2021
620,620,62b0bb354825d977e44bffcc,1430,"Maha Bharathi Engineering College, A Vasudevanur, Chinnasalem, Kallakurichi  District 606201",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,132248,,,,,,136946.0,,,2021
621,621,62b0bb354825d977e44bffcd,1430,"Maha Bharathi Engineering College, A Vasudevanur, Chinnasalem, Kallakurichi  District 606201",ME,MECHANICAL ENGINEERING,132033,,,136537.0,,,136915.0,,,2021
622,622,62b0bb354825d977e44bffdd,1431,"New Prince Shri Bhavani College of Engineering and Technology, Vengaivasal Main Road, Gowriwakkam, Chennai 600073",CE,CIVIL  ENGINEERING,131056,,,,,,,,,2021
623,623,62b0bb354825d977e44bffdc,1431,"New Prince Shri Bhavani College of Engineering and Technology, Vengaivasal Main Road, Gowriwakkam, Chennai 600073",CS,COMPUTER SCIENCE AND ENGINEERING,54298,90203.0,,83880.0,127121.0,124461.0,127654.0,91739.0,,2021
624,624,62b0bb354825d977e44bffde,1431,"New Prince Shri Bhavani College of Engineering and Technology, Vengaivasal Main Road, Gowriwakkam, Chennai 600073",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,90098,131320.0,,130417.0,103165.0,116282.0,134598.0,,,2021
625,625,62b0bb354825d977e44bffce,1431,"New Prince Shri Bhavani College of Engineering and Technology, Vengaivasal Main Road, Gowriwakkam, Chennai 600073",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,117906,125073.0,,135072.0,,,134701.0,,,2021
626,626,62b0bb354825d977e44bffd9,1431,"New Prince Shri Bhavani College of Engineering and Technology, Vengaivasal Main Road, Gowriwakkam, Chennai 600073",IT,INFORMATION TECHNOLOGY,79799,97909.0,93066.0,104386.0,55792.0,120987.0,126066.0,122372.0,,2021
627,627,62b0bb354825d977e44bffda,1431,"New Prince Shri Bhavani College of Engineering and Technology, Vengaivasal Main Road, Gowriwakkam, Chennai 600073",ME,MECHANICAL ENGINEERING,125563,133530.0,,,,,134328.0,,,2021
628,628,62b0bb354825d977e44bffdb,1432,"Rajalakshmi Institute of Technology, Irulapalayam, Kuthampakkam Post, Kancheepuram District 602107",AD,Artificial Intelligence and Data Science,21281,26753.0,33534.0,32715.0,43687.0,32842.0,81373.0,93559.0,,2021
629,629,62b0bb354825d977e44bffcf,1432,"Rajalakshmi Institute of Technology, Irulapalayam, Kuthampakkam Post, Kancheepuram District 602107",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,14068,22632.0,34017.0,31996.0,40845.0,,84639.0,,,2021
630,630,62b0bb354825d977e44bffd0,1432,"Rajalakshmi Institute of Technology, Irulapalayam, Kuthampakkam Post, Kancheepuram District 602107",CO,COMPUTER AND  COMMUNICATION ENGINEERING,12605,27180.0,38707.0,34793.0,26427.0,20127.0,76108.0,,,2021
631,631,62b0bb354825d977e44bffd1,1432,"Rajalakshmi Institute of Technology, Irulapalayam, Kuthampakkam Post, Kancheepuram District 602107",CS,COMPUTER SCIENCE AND ENGINEERING,13746,17144.0,29455.0,22469.0,35920.0,19864.0,70221.0,127510.0,104008.0,2021
632,632,62b0bb354825d977e44bffd2,1432,"Rajalakshmi Institute of Technology, Irulapalayam, Kuthampakkam Post, Kancheepuram District 602107",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,22910,28456.0,40567.0,39256.0,48804.0,31365.0,90273.0,,42936.0,2021
633,633,62b0bb354825d977e44bffd3,1432,"Rajalakshmi Institute of Technology, Irulapalayam, Kuthampakkam Post, Kancheepuram District 602107",ME,MECHANICAL ENGINEERING,41603,48156.0,47793.0,77032.0,66081.0,54750.0,115768.0,,,2021
634,634,62b0bb354825d977e44bffd4,1434,"Surya Group of Institutions, GST Road, Vikravandi Village, Villupuram District 605652 ",AE,AERONAUTICAL ENGINEERING,110526,,,,,,,,,2021
635,635,62b0bb354825d977e44bffd5,1434,"Surya Group of Institutions, GST Road, Vikravandi Village, Villupuram District 605652 ",AU,AUTOMOBILE ENGINEERING,130275,,,,,,,,,2021
636,636,62b0bb354825d977e44bffd6,1434,"Surya Group of Institutions, GST Road, Vikravandi Village, Villupuram District 605652 ",CE,CIVIL  ENGINEERING,133921,,,,,,,,,2021
637,637,62b0bb354825d977e44bffd7,1434,"Surya Group of Institutions, GST Road, Vikravandi Village, Villupuram District 605652 ",CS,COMPUTER SCIENCE AND ENGINEERING,109641,134281.0,131453.0,123104.0,131493.0,,133338.0,,,2021
638,638,62b0bb354825d977e44bffd8,1434,"Surya Group of Institutions, GST Road, Vikravandi Village, Villupuram District 605652 ",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,122548,,,,,,,,,2021
639,639,62b0bb354825d977e44bffdf,1434,"Surya Group of Institutions, GST Road, Vikravandi Village, Villupuram District 605652 ",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,134333,,,,,,,,,2021
640,640,62b0bb354825d977e44bffe0,1434,"Surya Group of Institutions, GST Road, Vikravandi Village, Villupuram District 605652 ",ME,MECHANICAL ENGINEERING,133183,,,,,,,,,2021
641,641,62b0bb354825d977e44bffe1,1435,"Jagannath Institute of Technology,  Thandalam Village, Thiruporur, Kancheepuram District 603110",CS,COMPUTER SCIENCE AND ENGINEERING,136363,,,,,,,,,2021
642,642,62b0bb354825d977e44bffe3,1435,"Jagannath Institute of Technology,  Thandalam Village, Thiruporur, Kancheepuram District 603110",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,135854,,,,,,,,,2021
643,643,62b0bb354825d977e44bffe2,1436,"A R Engineering College, Vadakuchipalayam, Kappiyampuliyur Post, Villupuram District 605601",CE,CIVIL  ENGINEERING,123457,,,,,,,,,2021
644,644,62b0bb354825d977e44bffe4,1436,"A R Engineering College, Vadakuchipalayam, Kappiyampuliyur Post, Villupuram District 605601",CS,COMPUTER SCIENCE AND ENGINEERING,112909,133510.0,,123141.0,123996.0,,,,,2021
645,645,62b0bb354825d977e44bffe5,1436,"A R Engineering College, Vadakuchipalayam, Kappiyampuliyur Post, Villupuram District 605601",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,135947,,,,,,,,,2021
646,646,62b0bb354825d977e44bffe6,1436,"A R Engineering College, Vadakuchipalayam, Kappiyampuliyur Post, Villupuram District 605601",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,131708,,,,,,,,,2021
647,647,62b0bb354825d977e44bffe7,1436,"A R Engineering College, Vadakuchipalayam, Kappiyampuliyur Post, Villupuram District 605601",ME,MECHANICAL ENGINEERING,135558,,,,,,,,,2021
648,648,62b0bb354825d977e44bffe9,1437,"Rrase College of Engineering, Padappai, Chennai 601301",CS,COMPUTER SCIENCE AND ENGINEERING,135787,,,,,,,,,2021
649,649,62b0bb354825d977e44bffe8,1437,"Rrase College of Engineering, Padappai, Chennai 601301",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,128090,,,,,,,,,2021
650,650,62b0bb354825d977e44bffea,1437,"Rrase College of Engineering, Padappai, Chennai 601301",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,76197,,,,,,,,,2021
