,Unnamed: 0,_id,coc,con,brc,brn,OC,BC,BCM,MBCV,MBCDNC,MBC,SC,SCA,ST,year
0,0,62b0bb354825d977e44bfd82,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",BY,BIO MEDICAL ENGINEERING  (SS),1248,1998.0,2390.0,3397.0,7177.0,1420.0,8937.0,22463.0,26147.0,2021
1,1,62b0bb354825d977e44bfd83,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CE,CIVIL  ENGINEERING,2326,3227.0,6363.0,5193.0,6612.0,2527.0,7316.0,23541.0,43295.0,2021
2,2,62b0bb354825d977e44bfd84,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CM,COMPUTER SCIENCE AND ENGINEERING (SS),175,260.0,631.0,771.0,501.0,312.0,2940.0,3853.0,5838.0,2021
3,3,62b0bb354825d977e44bfd85,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CS,COMPUTER SCIENCE AND ENGINEERING,29,111.0,388.0,172.0,196.0,67.0,551.0,2101.0,3779.0,2021
4,4,62b0bb354825d977e44bfd87,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,218,332.0,789.0,870.0,962.0,368.0,1680.0,4067.0,3514.0,2021
5,5,62b0bb354825d977e44bfd86,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,809,1297.0,2153.0,2085.0,2126.0,1046.0,5615.0,6509.0,5534.0,2021
6,6,62b0bb354825d977e44bfd89,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),540,722.0,853.0,1684.0,1198.0,724.0,3760.0,8916.0,11789.0,2021
7,7,62b0bb354825d977e44bfd8a,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",GI,GEO INFORMATICS,2648,3961.0,4374.0,4010.0,9158.0,2693.0,10811.0,22902.0,,2021
8,8,62b0bb354825d977e44bfd88,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IE,INDUSTRIAL ENGINEERING,3983,5004.0,6580.0,7943.0,9213.0,4896.0,12535.0,29151.0,,2021
9,9,62b0bb354825d977e44bfd8c,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IM,INFORMATION TECHNOLOGY (SS),470,720.0,1661.0,1362.0,880.0,856.0,4894.0,8754.0,3569.0,2021
10,10,62b0bb354825d977e44bfd8b,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MA,MATERIAL SCIENCE AND ENGINEERING (SS),4125,5897.0,10642.0,13608.0,10752.0,5806.0,16965.0,52089.0,,2021
11,11,62b0bb354825d977e44bfd8f,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",ME,MECHANICAL ENGINEERING,1493,2398.0,2896.0,5576.0,5097.0,2293.0,10380.0,13573.0,25853.0,2021
12,12,62b0bb354825d977e44bfd8d,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MI,MINING ENGINEERING,6153,10139.0,9460.0,11284.0,10546.0,11969.0,19668.0,44774.0,,2021
13,13,62b0bb354825d977e44bfd8e,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MN,MANUFACTURING ENGINEERING,5064,7088.0,13132.0,10327.0,10044.0,5666.0,15353.0,17201.0,48416.0,2021
14,14,62b0bb354825d977e44bfd90,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",PT,PRINTING TECHNOLOGY,7762,11815.0,16817.0,15016.0,13838.0,11168.0,20410.0,36074.0,,2021
15,15,62b0bb354825d977e44bfd93,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XC,CIVIL ENGINEERING (TAMIL MEDIUM),12591,24175.0,34308.0,18225.0,30085.0,22879.0,36973.0,47907.0,,2021
16,16,62b0bb354825d977e44bfd91,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),18045,22322.0,22709.0,28825.0,27935.0,,36264.0,40564.0,,2021
17,17,62b0bb354825d977e44c0079,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",AP,APPAREL TECHNOLOGY (SS),13645,22334.0,30537.0,22989.0,23121.0,17325.0,43062.0,61533.0,,2021
18,18,62b0bb354825d977e44c007a,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CH,CHEMICAL  ENGINEERING,2223,4117.0,,7771.0,8534.0,2494.0,11931.0,27624.0,10991.0,2021
19,19,62b0bb354825d977e44c007b,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CL,CHEMICAL  ENGINEERING (SS),4534,5976.0,9973.0,10864.0,10830.0,4898.0,17334.0,,52866.0,2021
20,20,62b0bb354825d977e44c007c,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CR,CERAMIC TECHNOLOGY (SS),15446,22104.0,19992.0,19395.0,25160.0,23826.0,40824.0,81005.0,,2021
21,21,62b0bb354825d977e44c007d,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",FS,FOOD TECHNOLOGY (SS),4535,5880.0,8418.0,10188.0,11251.0,,17392.0,23813.0,,2021
22,22,62b0bb354825d977e44c007e,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IB,INDUSTRIAL BIO TECHNOLOGY,1010,2148.0,3981.0,2766.0,4836.0,,10124.0,18797.0,,2021
23,23,62b0bb354825d977e44c007f,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IS,INDUSTRIAL BIO TECHNOLOGY (SS),1877,2493.0,6394.0,5370.0,6182.0,7103.0,13535.0,34688.0,,2021
24,24,62b0bb354825d977e44c0080,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",LE,LEATHER TECHNOLOGY,16382,22881.0,23928.0,25064.0,29622.0,25236.0,32867.0,36502.0,77574.0,2021
25,25,62b0bb354825d977e44c0081,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PM,PHARMACEUTICAL TECHNOLOGY (SS),6295,9111.0,11238.0,15048.0,13316.0,11619.0,20362.0,42403.0,60120.0,2021
26,26,62b0bb354825d977e44c0082,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PP,PETROLEUM ENGINEERING AND TECHNOLOGY (SS),12021,14158.0,14203.0,15807.0,14592.0,17887.0,23374.0,46392.0,,2021
27,27,62b0bb354825d977e44c0083,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",TX,TEXTILE TECHNOLOGY,14856,18871.0,22985.0,23508.0,26376.0,18279.0,31952.0,62594.0,81510.0,2021
28,28,62b0bb374825d977e44c0562,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AE,AERONAUTICAL ENGINEERING,948,1898.0,2827.0,3222.0,3024.0,1770.0,7479.0,12147.0,,2021
29,29,62b0bb374825d977e44c0563,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AU,AUTOMOBILE ENGINEERING,4478,6926.0,7685.0,11841.0,13038.0,,14098.0,38061.0,39708.0,2021
30,30,62b0bb374825d977e44c0564,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CM,COMPUTER SCIENCE AND ENGINEERING (SS),580,709.0,1669.0,1164.0,1496.0,825.0,4816.0,9750.0,11738.0,2021
31,31,62b0bb374825d977e44c0565,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CS,COMPUTER SCIENCE AND ENGINEERING,362,493.0,1170.0,965.0,1097.0,364.0,3466.0,2563.0,,2021
32,32,62b0bb374825d977e44c0566,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,795,970.0,2117.0,2162.0,2057.0,,4290.0,5798.0,14670.0,2021
33,33,62b0bb374825d977e44c0567,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,1528,2048.0,2657.0,4835.0,3006.0,1759.0,7729.0,22906.0,20157.0,2021
34,34,62b0bb374825d977e44c0568,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),1084,1268.0,2300.0,2640.0,2676.0,1163.0,6638.0,,16224.0,2021
35,35,62b0bb374825d977e44c0569,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",IM,INFORMATION TECHNOLOGY (SS),949,1203.0,2135.0,2023.0,2379.0,1111.0,6522.0,11666.0,,2021
36,36,62b0bb374825d977e44c056a,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",MF,MECHANICAL ENGINEERING (SS),2788,3424.0,5650.0,6342.0,6754.0,2815.0,13788.0,16180.0,40695.0,2021
37,37,62b0bb374825d977e44c056b,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",PR,PRODUCTION ENGINEERING,5439,7819.0,9891.0,13229.0,13705.0,9677.0,17608.0,31757.0,,2021
38,38,62b0bb374825d977e44c056c,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",RP,RUBBER AND PLASTIC TECHNOLOGY,10371,14615.0,18645.0,18289.0,17322.0,16953.0,26040.0,46483.0,,2021
39,39,62b0bb374825d977e44c06bd,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),22558,43553.0,51289.0,43096.0,62653.0,27827.0,66160.0,,121693.0,2021
40,40,62b0bb374825d977e44c06be,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CE,CIVIL  ENGINEERING,59663,104057.0,135661.0,119327.0,79088.0,98041.0,86702.0,,,2021
41,41,62b0bb374825d977e44c06bf,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),36812,50068.0,57766.0,46047.0,64040.0,38443.0,71073.0,131136.0,88284.0,2021
42,42,62b0bb374825d977e44c06c1,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CH,CHEMICAL  ENGINEERING,62088,109523.0,122749.0,89507.0,102111.0,96508.0,102155.0,67151.0,125951.0,2021
43,43,62b0bb374825d977e44c06c0,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CS,COMPUTER SCIENCE AND ENGINEERING,18507,39067.0,36860.0,38076.0,40954.0,29395.0,63034.0,82263.0,76646.0,2021
44,44,62b0bb374825d977e44c06c2,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CZ,CIVIL AND STRUCTUTURAL ENGINEERING,93237,133831.0,118810.0,121764.0,134061.0,118581.0,108128.0,98433.0,,2021
45,45,62b0bb374825d977e44c06c3,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,35791,50748.0,64371.0,57857.0,53059.0,64323.0,65214.0,132060.0,,2021
46,46,62b0bb374825d977e44c06c5,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,56154,82988.0,79172.0,78981.0,88856.0,87036.0,93124.0,115990.0,,2021
47,47,62b0bb374825d977e44c06c4,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,74499,93147.0,100909.0,108031.0,105364.0,,104536.0,,,2021
48,48,62b0bb374825d977e44c06c6,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",IT,INFORMATION TECHNOLOGY,28145,43648.0,62435.0,48660.0,62620.0,39138.0,64527.0,135042.0,135670.0,2021
49,49,62b0bb374825d977e44c06c7,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",ME,MECHANICAL ENGINEERING,84362,130332.0,120870.0,114088.0,126825.0,126704.0,102080.0,,,2021
50,50,62b0bb374825d977e44c06c8,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",MM,MECHANICAL ENGINEERING (MANUFACTURING),102039,135182.0,110220.0,122489.0,118974.0,,116517.0,,,2021
51,51,62b0bb354825d977e44bfd92,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",CS,COMPUTER SCIENCE AND ENGINEERING,22853,39919.0,30572.0,35466.0,33767.0,43803.0,57569.0,93084.0,,2021
52,52,62b0bb354825d977e44bfd94,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,39662,53290.0,66967.0,44172.0,61865.0,43186.0,85903.0,80422.0,,2021
53,53,62b0bb354825d977e44bfd95,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",IT,INFORMATION TECHNOLOGY,31034,42515.0,53651.0,42693.0,56856.0,35072.0,58316.0,82482.0,,2021
54,54,62b0bb354825d977e44bfd96,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",ME,MECHANICAL ENGINEERING,80648,116653.0,94742.0,87011.0,130916.0,134241.0,109215.0,126556.0,,2021
55,55,62b0bb354825d977e44bfd97,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),136492,,,,,,,,,2021
56,56,62b0bb354825d977e44bfd98,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",CE,CIVIL  ENGINEERING,87816,131932.0,110742.0,107320.0,126889.0,120082.0,115331.0,,,2021
57,57,62b0bb354825d977e44bfd99,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",CS,COMPUTER SCIENCE AND ENGINEERING,34196,45043.0,55184.0,44113.0,50355.0,35285.0,65946.0,109299.0,,2021
58,58,62b0bb354825d977e44bfd9a,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,48548,61047.0,90423.0,63516.0,81772.0,74798.0,84228.0,,,2021
59,59,62b0bb354825d977e44bfd9c,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",IT,INFORMATION TECHNOLOGY,38587,49048.0,79536.0,46087.0,55978.0,60290.0,68596.0,89102.0,103150.0,2021
60,60,62b0bb354825d977e44bfd9b,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",XC,CIVIL ENGINEERING (TAMIL MEDIUM),123368,,,,,,,,,2021
61,61,62b0bb354825d977e44bfd9d,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",CS,COMPUTER SCIENCE AND ENGINEERING,37682,44899.0,74151.0,42121.0,59398.0,44449.0,74408.0,131246.0,114592.0,2021
62,62,62b0bb354825d977e44bfd9e,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,48604,64292.0,61480.0,70329.0,79584.0,61302.0,87473.0,,,2021
63,63,62b0bb354825d977e44bfd9f,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,68331,88409.0,123768.0,86895.0,108029.0,82697.0,102430.0,,,2021
64,64,62b0bb354825d977e44bfda0,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",ME,MECHANICAL ENGINEERING,92942,122544.0,131423.0,101220.0,116119.0,,121698.0,,,2021
65,65,62b0bb354825d977e44bfdae,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),128625,,,,,,,,,2021
66,66,62b0bb354825d977e44bfda1,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",CS,COMPUTER SCIENCE AND ENGINEERING,15180,23219.0,24964.0,22060.0,40863.0,23117.0,41431.0,71231.0,,2021
67,67,62b0bb354825d977e44bfda3,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,26632,38242.0,42978.0,36350.0,60559.0,,58202.0,97725.0,88675.0,2021
68,68,62b0bb354825d977e44bfda2,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,45596,69604.0,133431.0,56138.0,74710.0,81301.0,72640.0,132454.0,,2021
69,69,62b0bb354825d977e44bfda4,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",ME,MECHANICAL ENGINEERING,63899,87174.0,125799.0,79889.0,109280.0,86038.0,86413.0,,109010.0,2021
70,70,62b0bb354825d977e44bfda6,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",CE,CIVIL  ENGINEERING,132931,,,,,,,,,2021
71,71,62b0bb354825d977e44bfda5,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",CS,COMPUTER SCIENCE AND ENGINEERING,51972,83207.0,56205.0,75037.0,124056.0,82881.0,124532.0,,,2021
72,72,62b0bb354825d977e44bfda7,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,85740,130339.0,75153.0,118538.0,134187.0,,,,,2021
73,73,62b0bb354825d977e44bfdaf,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,127910,131568.0,128291.0,,,,,,,2021
74,74,62b0bb354825d977e44bfdab,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",IT,INFORMATION TECHNOLOGY,55760,105841.0,58434.0,97902.0,,,134465.0,,,2021
75,75,62b0bb354825d977e44bfdb0,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",ME,MECHANICAL ENGINEERING,113192,118111.0,115705.0,,,,,,,2021
76,76,62b0bb354825d977e44bfda8,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",AE,AERONAUTICAL ENGINEERING,134757,,,,,,,,,2021
77,77,62b0bb354825d977e44bfda9,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",CE,CIVIL  ENGINEERING,95429,,,,,,,,,2021
78,78,62b0bb354825d977e44bfdb1,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",CS,COMPUTER SCIENCE AND ENGINEERING,79207,92493.0,131120.0,100965.0,121783.0,100578.0,126628.0,,,2021
79,79,62b0bb354825d977e44bfdb2,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,118216,125642.0,,136454.0,,,125461.0,,,2021
80,80,62b0bb354825d977e44bfdaa,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,135782,,,,,,,,,2021
81,81,62b0bb354825d977e44bfdb3,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,136898,,,,,,,,,2021
82,82,62b0bb354825d977e44bfdac,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",IT,INFORMATION TECHNOLOGY,84116,117096.0,90338.0,96969.0,115176.0,121574.0,130784.0,,,2021
83,83,62b0bb354825d977e44bfdad,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",ME,MECHANICAL ENGINEERING,132865,,,,,,,,,2021
84,84,62b0bb354825d977e44bfdb4,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",TX,TEXTILE TECHNOLOGY,97421,,,,,,,,,2021
85,85,62b0bb354825d977e44bfdb5,1107,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-Tiruttani NH  Road, Thiruvallur District 631204",FD,FOOD TECHNOLOGY,61847,,,,,,,,,2021
86,86,62b0bb354825d977e44bfdb6,1107,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-Tiruttani NH  Road, Thiruvallur District 631204",ME,MECHANICAL ENGINEERING,122295,,,,,,,,,2021
87,87,62b0bb354825d977e44bfdb8,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",AD,Artificial Intelligence and Data Science,46329,61415.0,,72951.0,91531.0,,131171.0,,,2021
88,88,62b0bb354825d977e44bfdb7,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",BT,BIO TECHNOLOGY,60296,123943.0,126656.0,103937.0,105424.0,79754.0,135982.0,121254.0,,2021
89,89,62b0bb354825d977e44bfdba,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",CS,COMPUTER SCIENCE AND ENGINEERING,38989,53018.0,59936.0,60446.0,65813.0,69636.0,117109.0,,,2021
90,90,62b0bb354825d977e44bfdb9,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,62231,70729.0,70465.0,84524.0,122858.0,92444.0,132961.0,,,2021
91,91,62b0bb354825d977e44bfdbb,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,64184,83850.0,,73310.0,,,126338.0,,,2021
92,92,62b0bb354825d977e44bfdbe,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",IT,INFORMATION TECHNOLOGY,46673,57866.0,66915.0,75883.0,79956.0,64089.0,118837.0,54083.0,,2021
93,93,62b0bb354825d977e44bfdbd,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",ME,MECHANICAL ENGINEERING,121782,135822.0,,,,,,,,2021
94,94,62b0bb354825d977e44bfdbc,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",MZ,Mechatronics Engineering,114202,133602.0,,,,,,,,2021
95,95,62b0bb354825d977e44bfdbf,1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",AL,Artificial Intelligence and Machine Learning,17085,22480.0,25234.0,31935.0,38815.0,31428.0,73631.0,,,2021
96,96,62b0bb354825d977e44bfdc0,1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,18420,22148.0,43560.0,27401.0,40761.0,22438.0,78160.0,,,2021
97,97,62b0bb354825d977e44bfdc1,1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,COMPUTER SCIENCE AND ENGINEERING,12396,14728.0,23057.0,21335.0,31431.0,14590.0,55383.0,115496.0,,2021
98,98,62b0bb354825d977e44bfdc2,1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,20987,24612.0,37597.0,32850.0,43256.0,39318.0,79976.0,119305.0,,2021
99,99,62b0bb354825d977e44bfdc3,1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,INFORMATION TECHNOLOGY,15022,17751.0,25701.0,20463.0,36235.0,15825.0,61701.0,124334.0,,2021
100,100,62b0bb354825d977e44bfdc4,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",AD,Artificial Intelligence and Data Science,8995,10741.0,14769.0,20854.0,19365.0,25791.0,53466.0,73762.0,,2021
101,101,62b0bb354825d977e44bfdc5,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,13576,15527.0,14425.0,16833.0,33261.0,13772.0,59586.0,97386.0,,2021
102,102,62b0bb354825d977e44bfdc6,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CD,COMPUTER SCIENCE AND DESIGN,16126,19061.0,17928.0,26580.0,31157.0,19122.0,64337.0,,,2021
103,103,62b0bb354825d977e44bfdc9,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CE,CIVIL  ENGINEERING,35870,41193.0,49576.0,39375.0,61887.0,57926.0,42281.0,,,2021
104,104,62b0bb354825d977e44bfdc8,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,COMPUTER SCIENCE AND ENGINEERING,5395,8347.0,10134.0,12845.0,14052.0,7244.0,42423.0,91719.0,53994.0,2021
105,105,62b0bb354825d977e44bfdc7,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,10855,13983.0,19227.0,20271.0,25898.0,17081.0,56510.0,111504.0,,2021
106,106,62b0bb354825d977e44bfdca,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,14957,21991.0,32740.0,23023.0,27267.0,30845.0,68415.0,,,2021
107,107,62b0bb354825d977e44bfdcb,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,22844,24783.0,,35462.0,45541.0,,73690.0,,,2021
108,108,62b0bb354825d977e44bfdcc,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,INFORMATION TECHNOLOGY,7791,9142.0,16928.0,13602.0,17264.0,,44796.0,,,2021
