,Unnamed: 0,_id,coc,con,brc,brn,BC,BCM,MBC,OC,SC,SCA,ST,year
0,0,62b0ba9d8f1fecb65cca5ea2,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",BY,Bio- Medical Engineering (SS),188.0,188.0,187.5,192.0,178.5,152.0,144.5,2019
1,1,62b0ba9d8f1fecb65cca5ea3,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CE,Civil Engineering,188.5,186.0,186.0,189.75,183.0,152.5,171.5,2019
2,2,62b0ba9d8f1fecb65cca5ea4,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CM,Computer Science and Engineering (SS),194.0,192.5,191.5,195.0,183.0,182.0,176.5,2019
3,3,62b0ba9d8f1fecb65cca5ea5,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CS,Computer Science and Engineering,196.5,197.5,194.75,198.0,190.25,,171.0,2019
4,4,62b0ba9d8f1fecb65cca5ea6,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EC,Electronics and Communication Engineering,195.5,195.0,193.0,196.75,191.0,179.5,186.0,2019
5,5,62b0ba9d8f1fecb65cca5ea7,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EE,Electrical and Electronics Engineering,192.0,190.0,191.5,195.0,184.5,176.5,182.75,2019
6,6,62b0ba9d8f1fecb65cca5ea8,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EM,Electronics and Communication Engg. (SS),191.75,191.0,189.0,193.33,179.0,154.5,170.75,2019
7,7,62b0ba9d8f1fecb65cca5ea9,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",GI,Geo-Informatics,185.25,183.0,183.5,187.5,174.0,170.25,165.0,2019
8,8,62b0ba9d8f1fecb65cca5eaa,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IE,Industrial Engineering,183.0,181.5,178.0,185.0,164.25,156.5,,2019
9,9,62b0ba9d8f1fecb65cca5eae,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IM,Information Tech. (SS),190.5,189.0,188.5,192.5,177.0,155.0,181.25,2019
10,10,62b0ba9d8f1fecb65cca5eab,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MA,Material Science and Engineering (SS),178.5,181.5,172.0,183.0,168.5,134.5,,2019
11,11,62b0ba9d8f1fecb65cca5ead,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",ME,Mechanical Engineering,190.5,189.75,187.5,192.5,183.5,172.5,177.0,2019
12,12,62b0ba9d8f1fecb65cca5eac,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MI,Mining Engineering,183.0,184.75,179.0,187.0,179.0,162.5,,2019
13,13,62b0ba9d8f1fecb65cca5eb2,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MN,Manufacturing Engineering,180.0,178.5,176.5,184.0,163.25,144.5,,2019
14,14,62b0ba9d8f1fecb65cca5eaf,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",PT,Printing and Packaging Technology,178.0,177.0,172.0,180.5,167.0,167.5,,2019
15,15,62b0ba9d8f1fecb65cca5eb0,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XC,Civil Engineering (Tamil Medium),169.0,172.5,162.0,175.75,148.0,160.67,,2019
16,16,62b0ba9d8f1fecb65cca5eb1,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XM,Mechanical Engineering (Tamil Medium),169.75,163.5,158.0,176.0,138.0,,,2019
17,17,62b0ba9d8f1fecb65cca5eb3,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",AP,Apparel Technology (SS),166.5,168.0,155.5,174.0,139.0,113.5,,2019
18,18,62b0ba9d8f1fecb65cca5eb4,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CH,Chemical Engineering,188.5,187.5,184.0,190.0,176.0,174.0,134.0,2019
19,19,62b0ba9d8f1fecb65cca5eb5,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CL,Chemical Engineering (SS),185.0,182.0,179.0,187.0,163.5,138.5,,2019
20,20,62b0ba9d8f1fecb65cca5eb6,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CR,Ceramic Technology (SS),162.5,156.0,154.0,168.0,144.5,113.5,,2019
21,21,62b0ba9d8f1fecb65cca5eb7,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",FS,Food Technology (SS),183.5,176.0,173.5,186.0,170.0,139.5,147.25,2019
22,22,62b0ba9d8f1fecb65cca5eb8,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IB,Industrial Bio-Technology,187.0,182.5,179.75,190.75,166.5,149.0,,2019
23,23,62b0ba9d8f1fecb65cca5eba,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IS,Industrial Bio-Tech. (SS),184.0,180.0,172.25,190.0,163.75,138.5,,2019
24,24,62b0ba9d8f1fecb65cca5ebd,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",LE,Leather Technology,162.5,152.5,157.0,169.0,148.5,121.0,126.0,2019
25,25,62b0ba9d8f1fecb65cca5eb9,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PM,Pharmaceutical Tech (SS),173.5,175.5,167.0,179.0,150.5,143.0,124.5,2019
26,26,62b0ba9d8f1fecb65cca5ec0,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PP,Petroleum Engineering and Technology (SS),173.0,175.0,167.5,178.5,150.0,117.5,,2019
27,27,62b0ba9d8f1fecb65cca5ec3,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",TX,Textile Technology,165.0,159.5,164.5,173.0,142.0,133.5,139.5,2019
28,28,62b0ba9d8f1fecb65cca5ebe,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",AE,Aeronautical Engineering,190.0,185.5,185.0,192.0,179.0,166.0,,2019
29,29,62b0ba9d8f1fecb65cca5ec2,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",AS,Automobile Engineering (SS),180.0,177.0,174.5,183.5,159.0,123.5,,2019
30,30,62b0ba9d8f1fecb65cca5ec6,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",AU,Automobile Engineering,185.0,179.0,177.5,187.5,170.0,155.5,150.0,2019
31,31,62b0ba9d8f1fecb65cca5ec4,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",CM,Computer Science and Engineering (SS),192.0,188.5,190.0,193.0,179.0,149.0,148.0,2019
32,32,62b0ba9d8f1fecb65cca5ebb,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",CS,Computer Science and Engineering,193.25,190.0,191.5,194.5,184.5,190.0,165.5,2019
33,33,62b0ba9d8f1fecb65cca5ebc,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",EC,Electronics and Communication Engineering,192.0,190.0,190.0,193.5,183.75,173.5,161.5,2019
34,34,62b0ba9d8f1fecb65cca5ebf,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",EI,Electronics and Instrumentation Engineering,188.5,187.0,185.0,190.0,170.0,143.0,,2019
35,35,62b0ba9d8f1fecb65cca5ec1,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",EM,Electronics and Communication Engg. (SS),190.0,186.0,185.5,191.0,173.0,144.0,143.0,2019
36,36,62b0ba9d8f1fecb65cca5ec5,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",IM,Information Tech. (SS),190.0,187.5,185.5,190.0,170.5,143.5,146.0,2019
37,37,62b0ba9d8f1fecb65cca5ec7,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",MF,Mechanical Engg. (SS),189.5,183.5,185.0,190.0,171.0,130.0,131.0,2019
38,38,62b0ba9d8f1fecb65cca5ec8,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",PR,Production Engineering,179.5,178.25,175.5,184.0,158.5,131.5,142.0,2019
39,39,62b0ba9d8f1fecb65cca5ec9,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",RP,Rubber and Plastic Tech.,171.5,169.0,163.5,178.0,144.0,124.0,131.25,2019
40,40,62b0ba9d8f1fecb65cca5eca,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",AM,Computer Science and Engineering (AI and Machine Learning),126.5,109.5,110.5,152.5,98.5,110.5,,2019
41,41,62b0ba9d8f1fecb65cca5ecb,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",BD,Computer Science and Engineering (Big Data Analytics),92.0,106.5,80.0,117.0,80.0,,,2019
42,42,62b0ba9d8f1fecb65cca5ecc,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",CE,Civil Engineering,85.0,111.5,83.0,116.5,96.5,,,2019
43,43,62b0ba9d8f1fecb65cca5ecd,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",CH,Chemical Engineering,116.5,136.5,107.0,155.0,113.0,,,2019
44,44,62b0ba9d8f1fecb65cca5ece,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",CS,Computer Science and Engineering,106.0,81.0,115.5,139.0,112.0,107.0,,2019
45,45,62b0ba9d8f1fecb65cca5ecf,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",CZ,Civil and Structural Engineering,,,87.5,104.5,82.0,,,2019
46,46,62b0ba9d8f1fecb65cca5ed0,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",EC,Electronics and Communication Engineering,120.5,94.0,120.5,163.0,119.0,95.5,91.0,2019
47,47,62b0ba9d8f1fecb65cca5ed1,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",EE,Electrical and Electronics Engineering,84.0,109.0,87.0,115.0,91.5,94.0,,2019
48,48,62b0ba9d8f1fecb65cca5ed7,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",EI,Electronics and Instrumentation Engineering,,,,81.5,,98.5,,2019
49,49,62b0ba9d8f1fecb65cca5ed2,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",IT,Information Technology,83.0,80.5,88.5,125.0,93.5,106.5,,2019
50,50,62b0ba9d8f1fecb65cca5ed4,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",ME,Mechanical Engineering,82.5,94.0,94.0,120.5,104.5,86.0,,2019
51,51,62b0ba9d8f1fecb65cca5ed3,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",MM,Mechanical Engineering(Manufacturing),,,80.0,82.5,79.0,,,2019
52,52,62b0ba9d8f1fecb65cca5ed6,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",CS,Computer Science and Engineering,133.5,122.0,121.0,150.5,109.0,84.5,103.0,2019
53,53,62b0ba9d8f1fecb65cca5ed5,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",EC,Electronics and Communication Engineering,109.5,104.5,108.5,140.5,98.0,105.5,,2019
54,54,62b0ba9d8f1fecb65cca5ed9,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",IT,Information Technology,108.0,,122.5,138.5,98.5,,,2019
55,55,62b0ba9d8f1fecb65cca5ed8,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",ME,Mechanical Engineering,81.0,91.0,103.5,127.0,81.0,98.0,,2019
56,56,62b0ba9d8f1fecb65cca5edc,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",XM,Mechanical Engineering (Tamil Medium),,,,101.0,,,,2019
57,57,62b0ba9d8f1fecb65cca5eda,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",CE,Civil Engineering,,,,87.0,,,,2019
58,58,62b0ba9d8f1fecb65cca5edb,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",CS,Computer Science and Engineering,113.5,104.5,118.0,130.5,100.5,,,2019
59,59,62b0ba9d8f1fecb65cca5edf,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",EC,Electronics and Communication Engineering,93.0,98.5,87.5,116.0,94.5,122.5,,2019
60,60,62b0ba9d8f1fecb65cca5edd,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",IT,Information Technology,87.5,94.0,110.5,116.25,89.5,,,2019
61,61,62b0ba9d8f1fecb65cca5ede,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",XC,Civil Engineering (Tamil Medium),,,,85.5,,,,2019
62,62,62b0ba9d8f1fecb65cca5ee0,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",CS,Computer Science and Engineering,121.0,125.5,116.0,145.0,95.5,,98.0,2019
63,63,62b0ba9d8f1fecb65cca5ee1,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",EC,Electronics and Communication Engineering,99.0,,93.5,127.0,106.0,107.0,,2019
64,64,62b0ba9d8f1fecb65cca5ee2,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",EE,Electrical and Electronics Engineering,102.5,105.0,81.5,106.0,84.0,,,2019
65,65,62b0ba9d8f1fecb65cca5ee3,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",ME,Mechanical Engineering,94.0,,83.0,102.0,98.5,93.5,,2019
66,66,62b0ba9d8f1fecb65cca5ee4,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",CS,Computer Science and Engineering,150.75,149.5,152.0,168.0,135.5,98.0,102.0,2019
67,67,62b0ba9d8f1fecb65cca5ee5,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",EC,Electronics and Communication Engineering,142.5,100.5,136.5,157.0,128.0,124.25,,2019
68,68,62b0ba9d8f1fecb65cca5ee6,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",EE,Electrical and Electronics Engineering,116.0,121.0,110.0,139.5,108.5,,,2019
69,69,62b0ba9d8f1fecb65cca5ee7,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",ME,Mechanical Engineering,124.0,98.0,117.0,145.0,100.5,92.5,101.0,2019
70,70,62b0ba9d8f1fecb65cca5ee8,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",CE,Civil Engineering,,92.5,85.5,97.5,,,,2019
71,71,62b0ba9d8f1fecb65cca5eea,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",CS,Computer Science and Engineering,96.5,123.0,95.0,124.0,113.5,,,2019
72,72,62b0ba9d8f1fecb65cca5ee9,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",EC,Electronics and Communication Engineering,96.5,112.5,,113.0,82.0,,,2019
73,73,62b0ba9d8f1fecb65cca5eec,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",EE,Electrical and Electronics Engineering,,,,84.5,,,,2019
74,74,62b0ba9d8f1fecb65cca5eeb,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",IT,Information Technology,86.5,122.5,,118.5,92.0,,,2019
75,75,62b0ba9d8f1fecb65cca5eee,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",ME,Mechanical Engineering,,85.5,,86.5,,,,2019
76,76,62b0ba9d8f1fecb65cca5ef2,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",AE,Aeronautical Engineering,,,,94.0,,,,2019
77,77,62b0ba9d8f1fecb65cca5eed,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",CS,Computer Science and Engineering,80.0,,,80.5,79.0,100.0,,2019
78,78,62b0ba9d8f1fecb65cca5eef,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EC,Electronics and Communication Engineering,,,,113.0,,,,2019
79,79,62b0ba9d8f1fecb65cca5ef0,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EE,Electrical and Electronics Engineering,,,,83.0,,,,2019
80,80,62b0ba9d8f1fecb65cca5ef3,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",EI,Electronics and Instrumentation Engineering,,,,85.5,,,,2019
81,81,62b0ba9d8f1fecb65cca5ef1,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",IT,Information Technology,,,,79.0,,,,2019
82,82,62b0ba9d8f1fecb65cca5ef5,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",ME,Mechanical Engineering,,,,80.0,,,,2019
83,83,62b0ba9d8f1fecb65cca5ef4,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",TX,Textile Technology,,,,89.0,,,,2019
84,84,62b0ba9d8f1fecb65cca5ef6,1107,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-Tiruttani NH  Road, Thiruvallur District 631204",EC,Electronics and Communication Engineering,,,,84.0,,,,2019
85,85,62b0ba9d8f1fecb65cca5ef7,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",BT,Bio Technology,80.0,,,122.5,88.0,,,2019
86,86,62b0ba9d8f1fecb65cca5ef8,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",CE,Civil Engineering,,,,154.0,,,,2019
87,87,62b0ba9d8f1fecb65cca5ef9,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",CS,Computer Science and Engineering,101.5,,94.5,124.0,89.0,,,2019
88,88,62b0ba9d8f1fecb65cca5efb,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",EC,Electronics and Communication Engineering,91.5,,,100.5,96.5,,,2019
89,89,62b0ba9d8f1fecb65cca5efa,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",EE,Electrical and Electronics Engineering,82.0,,98.0,108.0,103.0,,,2019
90,90,62b0ba9d8f1fecb65cca5f00,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",IT,Information Technology,95.5,110.0,97.5,115.5,,,,2019
91,91,62b0ba9d8f1fecb65cca5efc,1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",ME,Mechanical Engineering,,,,83.0,,,,2019
92,92,62b0ba9d8f1fecb65cca5efd,1112,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,Computer Science and Engineering,169.0,159.0,156.0,174.0,101.5,,,2019
93,93,62b0ba9d8f1fecb65cca5efe,1112,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,Electronics and Communication Engineering,157.0,141.5,138.0,168.25,101.5,,,2019
94,94,62b0ba9d8f1fecb65cca5eff,1112,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EE,Electrical and Electronics Engineering,122.5,103.5,97.5,139.0,111.5,,109.0,2019
95,95,62b0ba9d8f1fecb65cca5f01,1112,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EI,Electronics and Instrumentation Engineering,88.5,,109.0,115.0,,,,2019
96,96,62b0ba9d8f1fecb65cca5f02,1112,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,Information Technology,162.5,157.5,143.5,167.5,108.5,,,2019
97,97,62b0ba9d8f1fecb65cca5f03,1113,"R M K Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CE,Civil Engineering,120.0,114.0,97.0,144.5,110.5,,,2019
98,98,62b0ba9d8f1fecb65cca5f04,1113,"R M K Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,Computer Science and Engineering,179.0,169.5,168.5,183.5,131.0,128.0,106.0,2019
99,99,62b0ba9d8f1fecb65cca5f05,1113,"R M K Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,Electronics and Communication Engineering,172.5,157.5,160.0,178.75,123.5,,114.5,2019
100,100,62b0ba9d8f1fecb65cca5f06,1113,"R M K Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EE,Electrical and Electronics Engineering,146.5,139.5,127.5,159.0,86.5,,,2019
101,101,62b0ba9d8f1fecb65cca5f07,1113,"R M K Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EI,Electronics and Instrumentation Engineering,125.5,121.5,105.0,146.5,89.5,,,2019
102,102,62b0ba9d8f1fecb65cca5f08,1113,"R M K Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,Information Technology,174.0,169.0,160.0,178.0,119.5,,,2019
103,103,62b0ba9d8f1fecb65cca5f09,1113,"R M K Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",ME,Mechanical Engineering,153.5,131.0,143.0,166.0,108.0,,,2019
104,104,62b0ba9d8f1fecb65cca5f0a,1114,"S A Engineering College, Thiruverkadu, Chennai 600077",CE,Civil Engineering,,,,80.0,,,,2019
105,105,62b0ba9d8f1fecb65cca5f0b,1114,"S A Engineering College, Thiruverkadu, Chennai 600077",CS,Computer Science and Engineering,115.0,113.5,109.0,130.0,80.0,,,2019
106,106,62b0ba9d8f1fecb65cca5f0c,1114,"S A Engineering College, Thiruverkadu, Chennai 600077",EC,Electronics and Communication Engineering,86.0,,,96.5,,,,2019
107,107,62b0ba9d8f1fecb65cca5f0d,1114,"S A Engineering College, Thiruverkadu, Chennai 600077",EE,Electrical and Electronics Engineering,,,,84.0,,,,2019
108,108,62b0ba9d8f1fecb65cca5f0f,1114,"S A Engineering College, Thiruverkadu, Chennai 600077",IT,Information Technology,118.5,124.0,102.0,130.0,89.0,,,2019
109,109,62b0ba9d8f1fecb65cca5f0e,1114,"S A Engineering College, Thiruverkadu, Chennai 600077",ME,Mechanical Engineering,,,,83.5,,,,2019
110,110,62b0ba9d8f1fecb65cca5f10,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",AU,Automobile Engineering,,,,121.0,,,,2019
111,111,62b0ba9d8f1fecb65cca5f11,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",CH,Chemical Engineering,,,,104.5,,,,2019
112,112,62b0ba9d8f1fecb65cca5f12,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",CS,Computer Science and Engineering,81.0,,,93.0,,,,2019
113,113,62b0ba9d8f1fecb65cca5f13,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",EC,Electronics and Communication Engineering,,,,80.0,,,,2019
114,114,62b0ba9d8f1fecb65cca5f14,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",EE,Electrical and Electronics Engineering,,,,99.0,,,,2019
115,115,62b0ba9d8f1fecb65cca5f15,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",ME,Mechanical Engineering,,,,80.0,,,,2019
116,116,62b0ba9d8f1fecb65cca5f16,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",CE,Civil Engineering,,,,81.5,,,,2019
117,117,62b0ba9d8f1fecb65cca5f18,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",CS,Computer Science and Engineering,89.0,,78.0,115.5,80.0,,,2019
118,118,62b0ba9d8f1fecb65cca5f17,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",EC,Electronics and Communication Engineering,,,,80.0,,,,2019
119,119,62b0ba9d8f1fecb65cca5f19,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",EE,Electrical and Electronics Engineering,,,,81.0,,,,2019
120,120,62b0ba9d8f1fecb65cca5f1a,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",ME,Mechanical Engineering,,,,80.0,,,,2019
121,121,62b0ba9d8f1fecb65cca5f1b,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",BM,Bio- Medical Engineering,152.0,149.0,148.5,176.0,131.0,,,2019
122,122,62b0ba9d8f1fecb65cca5f1d,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",CE,Civil Engineering,80.0,,103.5,115.0,80.0,,,2019
123,123,62b0ba9d8f1fecb65cca5f1c,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",CS,Computer Science and Engineering,145.0,132.0,129.0,152.0,117.5,103.0,,2019
124,124,62b0ba9d8f1fecb65cca5f1e,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",EC,Electronics and Communication Engineering,139.0,116.5,116.5,165.0,109.0,,,2019
125,125,62b0ba9d8f1fecb65cca5f1f,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",EE,Electrical and Electronics Engineering,117.0,103.5,80.5,154.0,85.0,82.0,101.0,2019
126,126,62b0ba9d8f1fecb65cca5f20,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",IT,Information Technology,135.0,119.5,118.5,147.5,109.0,85.0,117.5,2019
